artefact,tier,direction,validity,run,ordering,S0,t1,t2,t3
L01,L,lower,invalid,4,120,92,92,92,92
L01,L,lower,invalid,4,201,92,90,90,90
L01,L,lower,invalid,5,012,90,85,90,90
L01,L,lower,invalid,5,120,90,85,80,75
L01,L,lower,invalid,5,201,90,85,90,90
L01,L,lower,invalid,6,012,92,80,90,92
L01,L,lower,invalid,6,120,92,90,92,92
L01,L,lower,invalid,6,201,92,92,88,92
L01,L,lower,invalid,7,012,93,85,82,90
L01,L,lower,invalid,7,120,93,93,88,88
L01,L,lower,invalid,7,201,93,85,90,90
L01,L,lower,invalid,8,012,92,75,92,90
L01,L,lower,invalid,8,120,92,90,90,92
L01,L,lower,invalid,8,201,92,80,70,75
L01,L,lower,invalid,9,012,90,75,60,87
L01,L,lower,invalid,9,120,90,85,88,90
L01,L,lower,invalid,9,201,90,75,90,90
L01,L,lower,invalid,10,012,90,70,85,90
L01,L,lower,invalid,10,120,90,90,90,90
L01,L,lower,invalid,10,201,90,75,75,75
L01,L,lower,invalid,11,012,90,75,70,90
L01,L,lower,invalid,11,120,90,85,85,80
L01,L,lower,invalid,11,201,90,70,85,90
L01,L,lower,invalid,12,012,95,80,70,95
L01,L,lower,invalid,12,120,95,95,95,95
L01,L,lower,invalid,12,201,95,85,75,70
L01,L,lower,invalid,13,012,90,70,65,60
L01,L,lower,invalid,13,120,90,90,88,90
L01,L,lower,invalid,13,201,90,90,85,90
L01,L,lower,invalid,14,012,90,75,60,85
L01,L,lower,invalid,14,120,90,88,88,88
L01,L,lower,invalid,14,201,90,85,80,90
L01,L,lower,invalid,15,012,93,85,75,90
L01,L,lower,invalid,15,120,93,93,93,93
L01,L,lower,invalid,15,201,93,93,93,93
L01,L,lower,invalid,16,012,90,80,90,75
L01,L,lower,invalid,16,120,90,90,90,90
L01,L,lower,invalid,16,201,90,70,90,90
L01,L,lower,invalid,17,012,90,65,65,80
L01,L,lower,invalid,17,120,90,90,90,90
L01,L,lower,invalid,17,201,90,75,70,90
L01,L,lower,invalid,18,012,90,70,90,90
L01,L,lower,invalid,18,120,90,90,90,90
L01,L,lower,invalid,18,201,90,88,85,85
L01,L,lower,invalid,19,012,92,85,88,90
L01,L,lower,invalid,19,120,92,90,88,92
L01,L,lower,invalid,19,201,92,88,85,90
L02,L,lower,valid,0,012,45,30,20,10
L02,L,lower,valid,0,120,45,35,20,10
L02,L,lower,valid,0,201,45,20,10,5
L02,L,lower,valid,1,012,55,40,30,20
L02,L,lower,valid,1,120,55,40,10,5
L02,L,lower,valid,1,201,55,20,10,5
L02,L,lower,valid,2,012,55,40,30,15
L02,L,lower,valid,2,120,55,40,15,10
L02,L,lower,valid,2,201,55,25,20,15
L02,L,lower,valid,3,012,60,40,30,15
L02,L,lower,valid,3,120,60,45,20,10
L02,L,lower,valid,3,201,60,30,20,15
L02,L,lower,valid,4,012,55,30,20,10
L02,L,lower,valid,4,120,55,45,20,10
L02,L,lower,valid,4,201,55,20,15,10
L02,L,lower,valid,5,012,60,40,30,15
L02,L,lower,valid,5,120,60,45,20,10
L02,L,lower,valid,5,201,60,25,15,10
L02,L,lower,valid,6,012,65,50,40,10
L02,L,lower,valid,6,120,65,50,20,10
L02,L,lower,valid,6,201,65,20,15,10
L02,L,lower,valid,7,012,60,40,30,15
L02,L,lower,valid,7,120,60,40,20,10
L02,L,lower,valid,7,201,60,20,10,5
L02,L,lower,valid,8,012,60,45,30,20
L02,L,lower,valid,8,120,60,45,30,15
L02,L,lower,valid,8,201,60,30,20,10
L02,L,lower,valid,9,012,70,50,30,10
L02,L,lower,valid,9,120,70,60,25,15
L02,L,lower,valid,9,201,70,30,20,15
L02,L,lower,valid,10,012,65,45,30,15
L02,L,lower,valid,10,120,65,50,25,20
L02,L,lower,valid,10,201,65,10,10,5
L02,L,lower,valid,11,012,60,35,25,10
L02,L,lower,valid,11,120,60,50,30,20
L02,L,lower,valid,11,201,60,20,15,10
L02,L,lower,valid,12,012,60,45,30,15
L02,L,lower,valid,12,120,60,45,20,10
L02,L,lower,valid,12,201,60,15,10,5
L02,L,lower,valid,13,012,60,45,30,10
L02,L,lower,valid,13,120,60,45,25,20
L02,L,lower,valid,13,201,60,20,15,10
L02,L,lower,valid,14,012,65,50,30,10
L02,L,lower,valid,14,120,65,50,20,10
L02,L,lower,valid,14,201,65,25,20,10
L02,L,lower,valid,15,012,60,45,30,15
L02,L,lower,valid,15,120,60,45,30,15
L02,L,lower,valid,15,201,60,15,10,5
L02,L,lower,valid,16,012,60,30,20,10
L02,L,lower,valid,16,120,60,40,15,10
L02,L,lower,valid,16,201,60,20,15,10
L02,L,lower,valid,17,012,50,30,20,10
L02,L,lower,valid,17,120,50,35,20,10
L02,L,lower,valid,17,201,50,15,10,5
L02,L,lower,valid,18,012,60,40,25,10
L02,L,lower,valid,18,120,60,45,20,10
L02,L,lower,valid,18,201,60,30,20,10
L02,L,lower,valid,19,012,70,45,30,10
L02,L,lower,valid,19,120,70,55,30,20
L02,L,lower,valid,19,201,70,20,15,10
L02,L,lower,invalid,0,012,45,10,5,1
L02,L,lower,invalid,0,120,45,35,35,30
L02,L,lower,invalid,0,201,45,5,1,1
L02,L,lower,invalid,1,012,55,20,10,1
L02,L,lower,invalid,1,120,55,30,1,40
L02,L,lower,invalid,1,201,55,10,1,40
L02,L,lower,invalid,2,012,55,25,20,1
L02,L,lower,invalid,2,120,55,35,40,40
L02,L,lower,invalid,2,201,55,5,2,2
L02,L,lower,invalid,3,012,60,20,5,1
L02,L,lower,invalid,3,120,60,45,35,45
L02,L,lower,invalid,3,201,60,1,1,1
L02,L,lower,invalid,4,012,55,25,10,20
L02,L,lower,invalid,4,120,55,45,35,40
L02,L,lower,invalid,4,201,55,1,1,30
L02,L,lower,invalid,5,012,60,25,10,15
L02,L,lower,invalid,5,120,60,35,15,50
L02,L,lower,invalid,5,201,60,15,1,1
L02,L,lower,invalid,6,012,65,20,10,15
L02,L,lower,invalid,6,120,65,30,25,35
L02,L,lower,invalid,6,201,65,12,1,12
L02,L,lower,invalid,7,012,60,30,10,20
L02,L,lower,invalid,7,120,60,30,45,15
L02,L,lower,invalid,7,201,60,1,10,5
L02,L,lower,invalid,8,012,60,25,10,1
L02,L,lower,invalid,8,120,60,30,30,10
L02,L,lower,invalid,8,201,60,1,1,60
L02,L,lower,invalid,9,012,70,30,20,1
L02,L,lower,invalid,9,120,70,40,15,30
L02,L,lower,invalid,9,201,70,1,1,1
L02,L,lower,invalid,10,012,65,30,10,1
L02,L,lower,invalid,10,120,65,35,50,30
L02,L,lower,invalid,10,201,65,5,1,1
L02,L,lower,invalid,11,012,60,30,10,1
L02,L,lower,invalid,11,120,60,30,45,45
L02,L,lower,invalid,11,201,60,40,20,30
L02,L,lower,invalid,12,012,60,30,10,25
L02,L,lower,invalid,12,120,60,30,35,15
L02,L,lower,invalid,12,201,60,10,1,20
L02,L,lower,invalid,13,012,60,30,10,1
L02,L,lower,invalid,13,120,60,30,40,30
L02,L,lower,invalid,13,201,60,5,1,1
L02,L,lower,invalid,14,012,65,30,10,5
L02,L,lower,invalid,14,120,65,30,10,20
L02,L,lower,invalid,14,201,65,1,5,5
L02,L,lower,invalid,15,012,60,30,10,1
L02,L,lower,invalid,15,120,60,30,30,20
L02,L,lower,invalid,15,201,60,1,10,2
L02,L,lower,invalid,16,012,60,25,10,40
L02,L,lower,invalid,16,120,60,40,40,30
L02,L,lower,invalid,16,201,60,1,1,40
L02,L,lower,invalid,17,012,50,25,5,1
L02,L,lower,invalid,17,120,50,30,35,30
L02,L,lower,invalid,17,201,50,10,5,20
L02,L,lower,invalid,18,012,60,25,10,40
L02,L,lower,invalid,18,120,60,45,25,10
L02,L,lower,invalid,18,201,60,55,30,20
L02,L,lower,invalid,19,012,70,30,15,1
L02,L,lower,invalid,19,120,70,30,45,50
L02,L,lower,invalid,19,201,70,10,1,30
L03,L,lower,valid,0,012,90,50,30,55
L03,L,lower,valid,0,120,90,75,55,40
L03,L,lower,valid,0,201,90,55,45,30
L03,L,lower,valid,1,012,92,60,50,40
L03,L,lower,valid,1,120,92,70,55,45
L03,L,lower,valid,1,201,92,65,50,40
L03,L,lower,valid,2,012,92,45,30,55
L03,L,lower,valid,2,120,92,70,55,40
L03,L,lower,valid,2,201,92,60,50,30
L03,L,lower,valid,3,012,92,75,60,55
L03,L,lower,valid,3,120,92,80,55,40
L03,L,lower,valid,3,201,92,55,40,25
L03,L,lower,valid,4,012,92,55,40,30
L03,L,lower,valid,4,120,92,70,60,50
L03,L,lower,valid,4,201,92,55,45,30
L03,L,lower,valid,5,012,90,65,45,55
L03,L,lower,valid,5,120,90,75,60,50
L03,L,lower,valid,5,201,90,55,45,35
L03,L,lower,valid,6,012,90,40,25,6
L03,L,lower,valid,6,120,90,75,55,45
L03,L,lower,valid,6,201,90,55,50,45
L03,L,lower,valid,7,012,90,50,40,30
L03,L,lower,valid,7,120,90,80,60,40
L03,L,lower,valid,7,201,90,65,55,40
L03,L,lower,valid,8,012,92,70,55,45
L03,L,lower,valid,8,120,92,75,55,40
L03,L,lower,valid,8,201,92,55,40,30
L03,L,lower,valid,9,012,92,60,45,40
L03,L,lower,valid,9,120,92,75,55,45
L03,L,lower,valid,9,201,92,55,30,6
L03,L,lower,valid,10,012,90,70,60,50
L03,L,lower,valid,10,120,90,80,55,45
L03,L,lower,valid,10,201,90,55,40,30
L03,L,lower,valid,11,012,90,40,30,55
L03,L,lower,valid,11,120,90,75,55,50
L03,L,lower,valid,11,201,90,55,45,35
L03,L,lower,valid,12,012,90,60,40,55
L03,L,lower,valid,12,120,90,75,55,35
L03,L,lower,valid,12,201,90,58,40,25
L03,L,lower,valid,13,012,90,65,55,50
L03,L,lower,valid,13,120,90,75,55,40
L03,L,lower,valid,13,201,90,55,50,30
L03,L,lower,valid,14,012,90,60,50,45
L03,L,lower,valid,14,120,90,75,55,45
L03,L,lower,valid,14,201,90,55,40,30
L03,L,lower,valid,15,012,90,75,55,40
L03,L,lower,valid,15,120,90,75,55,45
L03,L,lower,valid,15,201,90,60,50,40
L03,L,lower,valid,16,012,90,60,45,50
L03,L,lower,valid,16,120,90,70,55,30
L03,L,lower,valid,16,201,90,55,50,40
L03,L,lower,valid,17,012,92,60,45,40
L03,L,lower,valid,17,120,92,75,60,50
L03,L,lower,valid,17,201,92,55,40,30
L03,L,lower,valid,18,012,92,50,35,15
L03,L,lower,valid,18,120,92,75,55,40
L03,L,lower,valid,18,201,92,60,50,30
L03,L,lower,valid,19,012,90,60,40,50
L03,L,lower,valid,19,120,90,75,60,45
L03,L,lower,valid,19,201,90,60,40,25
L03,L,lower,invalid,0,012,90,90,90,90
L03,L,lower,invalid,0,120,90,90,90,90
L03,L,lower,invalid,0,201,90,90,90,90
L03,L,lower,invalid,1,012,92,92,92,92
L03,L,lower,invalid,1,120,92,92,92,92
L03,L,lower,invalid,1,201,92,93,90,90
L03,L,lower,invalid,2,012,92,90,90,90
L03,L,lower,invalid,2,120,92,92,92,92
L03,L,lower,invalid,2,201,92,90,92,92
L03,L,lower,invalid,3,120,92,90,90,92
L03,L,lower,invalid,3,201,92,92,92,92
L03,L,lower,invalid,4,012,92,92,92,92
L03,L,lower,invalid,4,120,92,92,92,92
L03,L,lower,invalid,4,201,92,90,90,90
L03,L,lower,invalid,5,012,90,90,90,90
L03,L,lower,invalid,5,120,90,90,90,90
L03,L,lower,invalid,5,201,90,90,90,90
L03,L,lower,invalid,6,012,90,90,90,90
L03,L,lower,invalid,6,120,90,90,90,90
L03,L,lower,invalid,6,201,90,88,88,88
L03,L,lower,invalid,7,012,90,90,90,90
L03,L,lower,invalid,7,120,90,90,90,90
L03,L,lower,invalid,7,201,90,90,90,90
L03,L,lower,invalid,8,012,92,90,90,90
L03,L,lower,invalid,8,120,92,92,92,92
L03,L,lower,invalid,8,201,92,3,90,88
L03,L,lower,invalid,9,012,92,88,88,88
L03,L,lower,invalid,9,120,92,92,92,92
L03,L,lower,invalid,9,201,92,90,90,90
L03,L,lower,invalid,10,012,90,85,90,90
L03,L,lower,invalid,10,120,90,90,90,90
L03,L,lower,invalid,10,201,90,90,90,90
L03,L,lower,invalid,11,012,90,90,90,90
L03,L,lower,invalid,11,120,90,90,90,90
L03,L,lower,invalid,11,201,90,90,88,88
L03,L,lower,invalid,12,012,90,80,90,90
L03,L,lower,invalid,12,120,90,90,90,90
L03,L,lower,invalid,12,201,90,88,90,90
L03,L,lower,invalid,13,012,90,90,90,90
L03,L,lower,invalid,13,120,90,90,90,90
L03,L,lower,invalid,13,201,90,90,90,90
L03,L,lower,invalid,14,012,90,90,90,90
L03,L,lower,invalid,14,120,90,90,90,90
L03,L,lower,invalid,14,201,90,90,90,90
L03,L,lower,invalid,15,012,90,85,85,90
L03,L,lower,invalid,15,120,90,90,90,90
L03,L,lower,invalid,15,201,90,90,90,90
L03,L,lower,invalid,16,012,90,90,90,90
L03,L,lower,invalid,16,120,90,90,90,90
L03,L,lower,invalid,16,201,90,90,90,90
L03,L,lower,invalid,17,012,92,90,90,92
L03,L,lower,invalid,17,120,92,92,92,92
L03,L,lower,invalid,17,201,92,90,90,90
L03,L,lower,invalid,18,012,92,92,92,92
L03,L,lower,invalid,18,120,92,92,92,92
L03,L,lower,invalid,18,201,92,92,92,92
L03,L,lower,invalid,19,012,90,90,90,90
L03,L,lower,invalid,19,120,90,90,90,90
L03,L,lower,invalid,19,201,90,90,90,90
L04,L,lower,valid,0,012,70,50,30,4
L04,L,lower,valid,0,120,70,60,4,3
L04,L,lower,valid,0,201,70,30,20,10
L04,L,lower,valid,1,012,72,55,38,4
L04,L,lower,valid,1,120,72,60,5,4
L04,L,lower,valid,1,201,72,35,30,25
L04,L,lower,valid,2,012,65,55,45,5
L04,L,lower,valid,2,120,65,55,25,20
L04,L,lower,valid,2,201,65,25,10,5
L04,L,lower,valid,3,012,65,45,30,5
L04,L,lower,valid,3,120,65,50,25,10
L04,L,lower,valid,3,201,65,4,4,3
L04,L,lower,valid,4,012,80,60,45,5
L04,L,lower,valid,4,120,80,60,4,3
L04,L,lower,valid,4,201,80,35,25,15
L04,L,lower,valid,5,012,70,55,30,5
L04,L,lower,valid,5,120,70,60,30,20
L04,L,lower,valid,5,201,70,35,25,20
L04,L,lower,valid,6,012,75,55,40,15
L04,L,lower,valid,6,120,75,60,30,15
L04,L,lower,valid,6,201,75,4,20,15
L04,L,lower,valid,7,012,70,55,40,4
L04,L,lower,valid,7,120,70,60,4,20
L04,L,lower,valid,7,201,70,4,4,3
L04,L,lower,valid,8,012,70,55,40,4
L04,L,lower,valid,8,120,70,60,4,3
L04,L,lower,valid,8,201,70,4,20,10
L04,L,lower,valid,9,012,65,55,40,4
L04,L,lower,valid,9,120,65,55,5,4
L04,L,lower,valid,9,201,65,4,20,10
L04,L,lower,valid,10,012,70,50,35,4
L04,L,lower,valid,10,120,70,60,4,3
L04,L,lower,valid,10,201,70,40,25,15
L04,L,lower,valid,11,012,70,50,35,4
L04,L,lower,valid,11,120,70,60,25,20
L04,L,lower,valid,11,201,70,35,25,20
L04,L,lower,valid,12,012,75,60,40,20
L04,L,lower,valid,12,120,75,65,20,10
L04,L,lower,valid,12,201,75,35,30,25
L04,L,lower,valid,13,012,78,60,45,15
L04,L,lower,valid,13,120,78,65,4,4
L04,L,lower,valid,13,201,78,10,15,10
L04,L,lower,valid,14,012,75,55,35,4
L04,L,lower,valid,14,120,75,60,5,4
L04,L,lower,valid,14,201,75,30,25,20
L04,L,lower,valid,15,012,70,50,30,4
L04,L,lower,valid,15,120,70,60,4,3
L04,L,lower,valid,15,201,70,35,30,20
L04,L,lower,valid,16,012,80,55,40,4
L04,L,lower,valid,16,120,80,70,4,5
L04,L,lower,valid,16,201,80,30,25,15
L04,L,lower,valid,17,012,80,55,45,4
L04,L,lower,valid,17,120,80,65,25,10
L04,L,lower,valid,17,201,80,25,20,15
L04,L,lower,valid,18,012,70,50,40,4
L04,L,lower,valid,18,120,70,60,30,4
L04,L,lower,valid,18,201,70,40,30,20
L04,L,lower,valid,19,012,70,60,50,5
L04,L,lower,valid,19,120,70,60,20,10
L04,L,lower,valid,19,201,70,30,25,15
L04,L,lower,invalid,0,012,70,60,45,15
L04,L,lower,invalid,0,120,70,50,30,20
L04,L,lower,invalid,0,201,70,30,25,15
L04,L,lower,invalid,1,012,72,30,15,10
L04,L,lower,invalid,1,120,72,52,30,20
L04,L,lower,invalid,1,201,72,48,35,25
L04,L,lower,invalid,2,012,65,55,40,20
L04,L,lower,invalid,2,120,65,40,10,5
L04,L,lower,invalid,2,201,65,10,5,2
L04,L,lower,invalid,3,012,65,45,30,25
L04,L,lower,invalid,3,120,65,50,40,30
L04,L,lower,invalid,3,201,65,45,30,15
L04,L,lower,invalid,4,012,80,80,65,55
L04,L,lower,invalid,4,120,80,60,25,15
L04,L,lower,invalid,4,201,80,30,40,25
L04,L,lower,invalid,5,012,70,60,45,30
L04,L,lower,invalid,5,120,70,50,20,10
L04,L,lower,invalid,5,201,70,40,30,20
L04,L,lower,invalid,6,012,75,70,55,30
L04,L,lower,invalid,6,120,75,50,45,30
L04,L,lower,invalid,6,201,75,15,45,20
L04,L,lower,invalid,7,012,70,35,20,10
L04,L,lower,invalid,7,120,70,50,45,30
L04,L,lower,invalid,7,201,70,30,20,10
L04,L,lower,invalid,8,012,70,45,25,10
L04,L,lower,invalid,8,120,70,50,30,20
L04,L,lower,invalid,8,201,70,35,20,10
L04,L,lower,invalid,9,012,65,55,45,25
L04,L,lower,invalid,9,120,65,45,15,30
L04,L,lower,invalid,9,201,65,30,25,15
L04,L,lower,invalid,10,012,70,70,55,40
L04,L,lower,invalid,10,120,70,50,25,20
L04,L,lower,invalid,10,201,70,25,20,10
L04,L,lower,invalid,11,012,70,65,50,20
L04,L,lower,invalid,11,120,70,55,20,10
L04,L,lower,invalid,11,201,70,10,5,2
L04,L,lower,invalid,12,012,75,60,45,20
L04,L,lower,invalid,12,120,75,55,35,30
L04,L,lower,invalid,12,201,75,35,20,10
L04,L,lower,invalid,13,012,78,70,60,20
L04,L,lower,invalid,13,120,78,60,30,15
L04,L,lower,invalid,13,201,78,25,20,15
L04,L,lower,invalid,14,012,75,60,40,20
L04,L,lower,invalid,14,120,75,60,30,45
L04,L,lower,invalid,14,201,75,15,75,55
L04,L,lower,invalid,15,012,70,40,25,10
L04,L,lower,invalid,15,120,70,55,40,30
L04,L,lower,invalid,15,201,70,40,35,25
L04,L,lower,invalid,16,012,80,45,30,15
L04,L,lower,invalid,16,120,80,60,40,25
L04,L,lower,invalid,16,201,80,25,55,30
L04,L,lower,invalid,17,012,80,60,45,20
L04,L,lower,invalid,17,120,80,60,15,10
L04,L,lower,invalid,17,201,80,30,25,15
L04,L,lower,invalid,18,012,70,65,50,30
L04,L,lower,invalid,18,120,70,50,15,5
L04,L,lower,invalid,18,201,70,25,20,10
L04,L,lower,invalid,19,012,70,65,50,30
L04,L,lower,invalid,19,120,70,55,30,20
L04,L,lower,invalid,19,201,70,30,55,40
L07,L,lower,valid,0,012,92,87,80,75
L07,L,lower,valid,0,120,92,88,84,80
L07,L,lower,valid,0,201,92,88,80,75
L07,L,lower,valid,1,012,90,85,80,75
L07,L,lower,valid,1,120,90,85,80,75
L07,L,lower,valid,1,201,90,85,80,75
L07,L,lower,valid,2,012,92,85,78,70
L07,L,lower,valid,2,120,92,88,84,78
L07,L,lower,valid,2,201,92,87,82,75
L07,L,lower,valid,3,012,92,85,80,75
L07,L,lower,valid,3,120,92,85,80,75
L07,L,lower,valid,3,201,92,85,80,75
L07,L,lower,valid,4,012,90,80,75,70
L07,L,lower,valid,4,120,90,84,80,75
L07,L,lower,valid,4,201,90,85,80,75
L07,L,lower,valid,5,012,93,87,82,75
L07,L,lower,valid,5,120,93,88,85,80
L07,L,lower,valid,5,201,93,90,82,75
L07,L,lower,valid,6,012,90,85,75,70
L07,L,lower,valid,6,120,90,80,75,70
L07,L,lower,valid,6,201,90,85,80,75
L07,L,lower,valid,7,012,92,80,72,65
L07,L,lower,valid,7,120,92,88,85,80
L07,L,lower,valid,7,201,92,87,80,72
L07,L,lower,valid,8,012,92,85,78,70
L07,L,lower,valid,8,120,92,87,83,78
L07,L,lower,valid,8,201,92,85,78,70
L07,L,lower,valid,9,012,93,88,82,75
L07,L,lower,valid,9,120,93,88,85,80
L07,L,lower,valid,9,201,93,88,82,75
L07,L,lower,valid,10,012,90,85,70,60
L07,L,lower,valid,10,120,90,85,80,75
L07,L,lower,valid,10,201,90,85,80,75
L07,L,lower,valid,11,012,88,80,70,65
L07,L,lower,valid,11,120,88,82,75,68
L07,L,lower,valid,11,201,88,82,75,65
L07,L,lower,valid,12,012,90,85,80,75
L07,L,lower,valid,12,120,90,80,75,65
L07,L,lower,valid,12,201,90,85,80,75
L07,L,lower,valid,13,012,90,85,75,70
L07,L,lower,valid,13,120,90,85,80,75
L07,L,lower,valid,13,201,90,80,75,65
L07,L,lower,valid,14,012,90,80,70,60
L07,L,lower,valid,14,120,90,85,80,75
L07,L,lower,valid,14,201,90,85,80,70
L07,L,lower,valid,15,012,92,88,84,78
L07,L,lower,valid,15,120,92,85,80,75
L07,L,lower,valid,15,201,92,88,80,72
L07,L,lower,valid,16,012,90,85,80,75
L07,L,lower,valid,16,120,90,85,80,75
L07,L,lower,valid,16,201,90,85,75,65
L07,L,lower,valid,17,012,92,85,75,65
L07,L,lower,valid,17,120,92,87,83,78
L07,L,lower,valid,17,201,92,90,85,75
L07,L,lower,valid,18,012,90,80,70,65
L07,L,lower,valid,18,120,90,85,82,78
L07,L,lower,valid,18,201,90,85,80,75
L07,L,lower,valid,19,012,90,85,80,75
L07,L,lower,valid,19,120,90,85,80,75
L07,L,lower,valid,19,201,90,80,70,60
L07,L,lower,invalid,0,012,92,90,87,85
L07,L,lower,invalid,0,120,92,88,90,88
L07,L,lower,invalid,0,201,92,92,90,85
L07,L,lower,invalid,1,012,90,90,85,85
L07,L,lower,invalid,1,120,90,85,80,75
L07,L,lower,invalid,1,201,90,88,88,85
L07,L,lower,invalid,2,012,92,90,85,85
L07,L,lower,invalid,2,120,92,88,90,92
L07,L,lower,invalid,2,201,92,92,92,90
L07,L,lower,invalid,3,012,92,92,90,90
L07,L,lower,invalid,3,120,92,85,80,92
L07,L,lower,invalid,3,201,92,92,92,88
L07,L,lower,invalid,4,012,90,90,80,88
L07,L,lower,invalid,4,120,90,87,85,82
L07,L,lower,invalid,4,201,90,90,90,90
L07,L,lower,invalid,5,120,93,86,85,85
L07,L,lower,invalid,5,201,93,93,93,88
L07,L,lower,invalid,6,012,90,88,87,86
L07,L,lower,invalid,6,120,90,85,88,88
L07,L,lower,invalid,6,201,90,90,88,86
L07,L,lower,invalid,7,012,92,88,85,90
L07,L,lower,invalid,7,120,92,85,90,90
L07,L,lower,invalid,7,201,92,92,92,90
L07,L,lower,invalid,8,012,92,87,83,80
L07,L,lower,invalid,8,120,92,85,90,88
L07,L,lower,invalid,8,201,92,90,90,88
L07,L,lower,invalid,9,012,93,93,88,90
L07,L,lower,invalid,9,120,93,85,90,88
L07,L,lower,invalid,9,201,93,93,90,93
L07,L,lower,invalid,10,012,90,88,85,80
L07,L,lower,invalid,10,120,90,85,85,85
L07,L,lower,invalid,10,201,90,90,90,85
L07,L,lower,invalid,11,012,88,88,85,83
L07,L,lower,invalid,11,120,88,82,85,87
L07,L,lower,invalid,11,201,88,88,88,88
L07,L,lower,invalid,12,012,90,88,85,82
L07,L,lower,invalid,12,120,90,85,88,87
L07,L,lower,invalid,12,201,90,88,90,88
L07,L,lower,invalid,13,012,90,90,88,88
L07,L,lower,invalid,13,120,90,85,90,90
L07,L,lower,invalid,13,201,90,90,90,90
L07,L,lower,invalid,14,012,90,90,80,90
L07,L,lower,invalid,14,120,90,85,88,88
L07,L,lower,invalid,14,201,90,88,90,87
L07,L,lower,invalid,15,012,92,90,84,82
L07,L,lower,invalid,15,120,92,87,90,90
L07,L,lower,invalid,15,201,92,90,88,83
L07,L,lower,invalid,16,120,90,85,83,90
L07,L,lower,invalid,16,201,90,90,90,90
L07,L,lower,invalid,17,012,92,90,85,83
L07,L,lower,invalid,17,120,92,88,90,90
L07,L,lower,invalid,17,201,92,92,92,90
L07,L,lower,invalid,18,012,90,90,88,85
L07,L,lower,invalid,18,120,90,82,88,85
