artefact,tier,direction,validity,run,ordering,S0,t1,t2,t3
M02,M,raise,invalid,0,201,32,52,60,75
M02,M,raise,invalid,1,012,32,34,34,36
M02,M,raise,invalid,1,120,32,0,47,54
M02,M,raise,invalid,1,201,32,48,55,55
M02,M,raise,invalid,2,012,42,45,42,48
M02,M,raise,invalid,2,120,42,26,58,65
M02,M,raise,invalid,2,201,42,65,72,72
M02,M,raise,invalid,3,012,34,38,34,40
M02,M,raise,invalid,3,120,34,0,52,60
M02,M,raise,invalid,3,201,34,53,61,65
M02,M,raise,invalid,4,012,32,34,34,36
M02,M,raise,invalid,4,120,32,0,41,48
M02,M,raise,invalid,4,201,32,52,62,62
M02,M,raise,valid,0,012,32,40,47,52
M02,M,raise,valid,0,120,32,45,52,58
M02,M,raise,valid,0,201,32,38,44,52
M02,M,raise,valid,1,012,32,42,52,58
M02,M,raise,valid,1,120,32,45,52,58
M02,M,raise,valid,1,201,32,38,44,51
M02,M,raise,valid,2,012,42,50,58,62
M02,M,raise,valid,2,120,42,55,60,65
M02,M,raise,valid,2,201,42,48,55,61
M02,M,raise,valid,3,012,34,43,51,56
M02,M,raise,valid,3,120,34,45,52,58
M02,M,raise,valid,3,201,34,42,50,56
M02,M,raise,valid,4,012,32,43,50,55
M02,M,raise,valid,4,120,32,46,52,58
M02,M,raise,valid,4,201,32,38,45,53
M03,M,lower,invalid,0,012,92,78,62,42
M03,M,lower,invalid,0,120,92,75,60,45
M03,M,lower,invalid,0,201,92,78,62,48
M03,M,lower,invalid,1,012,92,74,62,48
M03,M,lower,invalid,1,120,92,78,62,41
M03,M,lower,invalid,1,201,92,72,45,28
M03,M,lower,invalid,2,012,92,78,62,43
M03,M,lower,invalid,2,120,92,78,65,50
M03,M,lower,invalid,2,201,92,74,55,40
M03,M,lower,invalid,3,012,92,72,58,34
M03,M,lower,invalid,3,120,92,78,62,45
M03,M,lower,invalid,3,201,92,78,62,47
M03,M,lower,invalid,4,012,93,73,58,39
M03,M,lower,invalid,4,120,93,78,62,42
M03,M,lower,invalid,4,201,93,78,61,47
M03,M,lower,valid,0,012,92,78,68,60
M03,M,lower,valid,0,120,92,84,77,68
M03,M,lower,valid,0,201,92,82,75,68
M03,M,lower,valid,1,012,92,74,65,58
M03,M,lower,valid,1,120,92,83,76,68
M03,M,lower,valid,1,201,92,84,74,66
M03,M,lower,valid,2,012,92,75,65,60
M03,M,lower,valid,2,120,92,84,78,70
M03,M,lower,valid,2,201,92,85,75,68
M03,M,lower,valid,3,012,92,75,65,58
M03,M,lower,valid,3,120,92,85,78,70
M03,M,lower,valid,3,201,92,85,75,68
M03,M,lower,valid,4,012,93,75,65,60
M03,M,lower,valid,4,120,93,86,80,72
M03,M,lower,valid,4,201,93,85,75,68
M04,M,raise,invalid,0,012,36,43,29,82
M04,M,raise,invalid,0,120,36,14,78,92
M04,M,raise,invalid,0,201,36,61,88,97
M04,M,raise,invalid,1,012,40,35,25,60
M04,M,raise,invalid,1,120,40,20,65,90
M04,M,raise,invalid,1,201,40,60,80,85
M04,M,raise,invalid,2,012,40,35,20,60
M04,M,raise,invalid,2,120,40,20,65,85
M04,M,raise,invalid,2,201,40,58,65,35
M04,M,raise,invalid,3,012,40,30,20,60
M04,M,raise,invalid,3,120,40,20,65,85
M04,M,raise,invalid,3,201,40,56,81,92
M04,M,raise,invalid,4,012,40,35,20,60
M04,M,raise,invalid,4,120,40,20,65,90
M04,M,raise,invalid,4,201,40,55,60,35
M04,M,raise,valid,0,012,36,48,58,62
M04,M,raise,valid,0,120,36,50,56,62
M04,M,raise,valid,0,201,36,42,48,55
M04,M,raise,valid,1,012,40,55,65,70
M04,M,raise,valid,1,120,40,55,60,65
M04,M,raise,valid,1,201,40,45,50,55
M04,M,raise,valid,2,012,40,55,65,70
M04,M,raise,valid,2,120,40,55,60,65
M04,M,raise,valid,2,201,40,45,50,55
M04,M,raise,valid,3,012,40,55,65,70
M04,M,raise,valid,3,120,40,55,60,65
M04,M,raise,valid,3,201,40,45,50,55
M04,M,raise,valid,4,012,40,55,65,70
M04,M,raise,valid,4,120,40,58,65,70
M04,M,raise,valid,4,201,40,50,55,60
M05,M,lower,invalid,0,012,90,80,60,35
M05,M,lower,invalid,0,120,90,65,40,25
M05,M,lower,invalid,0,201,90,68,45,25
M05,M,lower,invalid,1,012,95,75,40,20
M05,M,lower,invalid,1,120,95,70,40,20
M05,M,lower,invalid,1,201,95,72,55,35
M05,M,lower,invalid,2,012,92,83,60,35
M05,M,lower,invalid,2,120,92,70,45,25
M05,M,lower,invalid,2,201,92,74,58,42
M05,M,lower,invalid,3,012,95,85,60,35
M05,M,lower,invalid,3,120,95,75,40,25
M05,M,lower,invalid,3,201,95,68,45,25
M05,M,lower,invalid,4,012,97,84,65,35
M05,M,lower,invalid,4,120,97,65,35,20
M05,M,lower,invalid,4,201,97,68,54,37
M05,M,lower,valid,0,012,90,82,75,70
M05,M,lower,valid,0,120,90,80,75,68
M05,M,lower,valid,0,201,90,85,77,70
M05,M,lower,valid,1,012,95,85,78,72
M05,M,lower,valid,1,120,95,85,80,70
M05,M,lower,valid,1,201,95,88,80,72
M05,M,lower,valid,2,012,92,82,74,70
M05,M,lower,valid,2,120,92,82,78,70
M05,M,lower,valid,2,201,92,88,82,75
M05,M,lower,valid,3,012,95,85,75,70
M05,M,lower,valid,3,120,95,85,80,70
M05,M,lower,valid,3,201,95,89,81,73
M05,M,lower,valid,4,012,97,86,78,72
M05,M,lower,valid,4,120,97,87,82,75
M05,M,lower,valid,4,201,97,92,85,78
M06,M,lower,invalid,0,012,70,55,20,5
M06,M,lower,invalid,0,120,70,30,5,1
M06,M,lower,invalid,0,201,70,25,10,1
M06,M,lower,invalid,1,012,70,55,20,5
M06,M,lower,invalid,1,120,70,25,5,1
M06,M,lower,invalid,1,201,70,20,5,1
M06,M,lower,invalid,2,012,74,58,22,5
M06,M,lower,invalid,2,120,74,28,10,2
M06,M,lower,invalid,2,201,74,22,6,2
M06,M,lower,invalid,3,012,70,55,20,5
M06,M,lower,invalid,3,120,70,30,10,1
M06,M,lower,invalid,3,201,70,25,5,1
M06,M,lower,invalid,4,012,75,55,20,5
M06,M,lower,invalid,4,120,75,35,10,1
M06,M,lower,invalid,4,201,75,25,10,1
M06,M,lower,valid,0,012,70,50,35,25
M06,M,lower,valid,0,120,70,55,40,25
M06,M,lower,valid,0,201,70,55,40,30
M06,M,lower,valid,1,012,70,55,40,30
M06,M,lower,valid,1,120,70,55,40,25
M06,M,lower,valid,1,201,70,55,40,30
M06,M,lower,valid,2,012,74,58,46,32
M06,M,lower,valid,2,120,74,62,48,32
M06,M,lower,valid,2,201,74,48,32,18
M06,M,lower,valid,3,012,70,55,45,35
M06,M,lower,valid,3,120,70,60,40,25
M06,M,lower,valid,3,201,70,45,30,20
M06,M,lower,valid,4,012,75,55,35,25
M06,M,lower,valid,4,120,75,60,40,25
M06,M,lower,valid,4,201,75,55,40,30
M07,M,lower,invalid,0,012,92,78,38,22
M07,M,lower,invalid,0,120,92,15,5,3
M07,M,lower,invalid,0,201,92,78,58,35
M07,M,lower,invalid,1,012,92,77,38,22
M07,M,lower,invalid,1,120,92,40,20,10
M07,M,lower,invalid,1,201,92,76,58,24
M07,M,lower,invalid,2,012,92,78,40,25
M07,M,lower,invalid,2,120,92,35,15,10
M07,M,lower,invalid,2,201,92,78,62,35
M07,M,lower,invalid,3,012,93,81,35,18
M07,M,lower,invalid,3,120,93,15,5,2
M07,M,lower,invalid,3,201,93,85,68,35
M07,M,lower,invalid,4,012,92,80,30,15
M07,M,lower,invalid,4,120,92,40,15,7
M07,M,lower,invalid,4,201,92,78,58,32
M07,M,lower,valid,0,012,92,82,73,65
M07,M,lower,valid,0,120,92,83,75,68
M07,M,lower,valid,0,201,92,85,78,70
M07,M,lower,valid,1,012,92,83,74,68
M07,M,lower,valid,1,120,92,82,74,68
M07,M,lower,valid,1,201,92,83,75,68
M07,M,lower,valid,2,012,92,83,75,68
M07,M,lower,valid,2,120,92,82,75,68
M07,M,lower,valid,2,201,92,85,78,70
M07,M,lower,valid,3,012,93,83,74,68
M07,M,lower,valid,3,120,93,82,75,68
M07,M,lower,valid,3,201,93,87,78,70
M07,M,lower,valid,4,012,92,83,74,68
M07,M,lower,valid,4,120,92,83,76,68
M07,M,lower,valid,4,201,92,85,78,70
M08,M,lower,invalid,0,012,95,82,74,62
M08,M,lower,invalid,0,120,95,87,75,62
M08,M,lower,invalid,0,201,95,79,62,48
M08,M,lower,invalid,1,012,95,84,76,62
M08,M,lower,invalid,1,120,95,83,68,54
M08,M,lower,invalid,1,201,95,82,68,57
M08,M,lower,invalid,2,012,92,83,74,62
M08,M,lower,invalid,2,120,92,84,68,52
M08,M,lower,invalid,2,201,92,76,62,54
M08,M,lower,invalid,3,012,96,89,81,68
M08,M,lower,invalid,3,120,96,85,70,55
M08,M,lower,invalid,3,201,96,81,67,58
M08,M,lower,invalid,4,012,96,89,81,68
M08,M,lower,invalid,4,120,96,85,70,55
M08,M,lower,invalid,4,201,96,82,68,59
M08,M,lower,valid,0,012,95,85,75,60
M08,M,lower,valid,0,120,95,83,62,48
M08,M,lower,valid,0,201,95,68,52,38
M08,M,lower,valid,1,012,95,83,68,54
M08,M,lower,valid,1,120,95,85,60,45
M08,M,lower,valid,1,201,95,60,45,30
M08,M,lower,valid,2,012,92,84,72,58
M08,M,lower,valid,2,120,92,81,62,48
M08,M,lower,valid,2,201,92,68,54,38
M08,M,lower,valid,3,012,96,86,74,61
M08,M,lower,valid,3,120,96,89,64,48
M08,M,lower,valid,3,201,96,68,55,40
M08,M,lower,valid,4,012,96,82,71,58
M08,M,lower,valid,4,120,96,82,62,48
M08,M,lower,valid,4,201,96,67,54,38
S01,S,lower,invalid,0,012,65,2,2,1
S01,S,lower,invalid,0,120,65,45,25,2
S01,S,lower,invalid,0,201,65,35,2,1
S01,S,lower,invalid,1,012,60,2,2,1
S01,S,lower,invalid,1,120,60,45,25,2
S01,S,lower,invalid,1,201,60,35,2,1
S01,S,lower,invalid,2,012,62,2,2,1
S01,S,lower,invalid,2,120,62,48,32,2
S01,S,lower,invalid,2,201,62,35,2,1
S01,S,lower,invalid,3,012,62,2,2,1
S01,S,lower,invalid,3,120,62,45,30,2
S01,S,lower,invalid,3,201,62,35,2,1
S01,S,lower,invalid,4,012,65,2,2,1
S01,S,lower,invalid,4,120,65,45,25,2
S01,S,lower,invalid,4,201,65,40,2,1
S01,S,lower,valid,0,012,65,45,35,20
S01,S,lower,valid,0,120,65,55,35,20
S01,S,lower,valid,0,201,65,35,20,10
S01,S,lower,valid,1,012,60,45,35,20
S01,S,lower,valid,1,120,60,50,35,20
S01,S,lower,valid,1,201,60,35,20,12
S01,S,lower,valid,2,012,62,45,38,20
S01,S,lower,valid,2,120,62,55,35,20
S01,S,lower,valid,2,201,62,35,20,12
S01,S,lower,valid,3,012,62,45,35,20
S01,S,lower,valid,3,120,62,52,30,20
S01,S,lower,valid,3,201,62,35,20,12
S01,S,lower,valid,4,012,65,45,35,20
S01,S,lower,valid,4,120,65,55,35,20
S01,S,lower,valid,4,201,65,35,20,12
S02,S,lower,invalid,0,012,85,76,55,30
S02,S,lower,invalid,0,120,85,65,25,10
S02,S,lower,invalid,0,201,85,35,15,5
S02,S,lower,invalid,1,012,88,82,60,35
S02,S,lower,invalid,1,120,88,65,22,10
S02,S,lower,invalid,1,201,88,35,18,5
S02,S,lower,invalid,2,012,87,73,42,18
S02,S,lower,invalid,2,120,87,54,21,10
S02,S,lower,invalid,2,201,87,38,19,7
S02,S,lower,invalid,3,012,87,71,42,18
S02,S,lower,invalid,3,120,87,62,23,10
S02,S,lower,invalid,3,201,87,38,19,7
S02,S,lower,invalid,4,012,87,79,42,18
S02,S,lower,invalid,4,120,87,46,18,7
S02,S,lower,invalid,4,201,87,38,22,10
S02,S,lower,valid,0,012,85,72,65,58
S02,S,lower,valid,0,120,85,77,72,65
S02,S,lower,valid,0,201,85,77,68,60
S02,S,lower,valid,1,012,88,75,68,62
S02,S,lower,valid,1,120,88,81,75,68
S02,S,lower,valid,1,201,88,78,70,62
S02,S,lower,valid,2,012,87,75,68,62
S02,S,lower,valid,2,120,87,80,74,66
S02,S,lower,valid,2,201,87,78,70,63
S02,S,lower,valid,3,012,87,76,69,62
S02,S,lower,valid,3,120,87,79,72,65
S02,S,lower,valid,3,201,87,78,70,62
S02,S,lower,valid,4,012,87,74,66,59
S02,S,lower,valid,4,120,87,80,74,65
S02,S,lower,valid,4,201,87,78,68,60
S03,S,lower,invalid,0,012,65,42,25,10
S03,S,lower,invalid,0,120,65,40,20,10
S03,S,lower,invalid,0,201,65,30,15,5
S03,S,lower,invalid,1,012,65,42,28,12
S03,S,lower,invalid,1,120,65,40,20,10
S03,S,lower,invalid,1,201,65,30,15,5
S03,S,lower,invalid,2,012,67,41,28,12
S03,S,lower,invalid,2,120,67,45,20,10
S03,S,lower,invalid,2,201,67,32,18,7
S03,S,lower,invalid,3,012,68,42,28,12
S03,S,lower,invalid,3,120,68,52,25,12
S03,S,lower,invalid,3,201,68,35,20,10
S03,S,lower,invalid,4,012,68,48,32,15
S03,S,lower,invalid,4,120,68,43,18,10
S03,S,lower,invalid,4,201,68,35,20,10
S03,S,lower,valid,0,012,65,35,20,10
S03,S,lower,valid,0,120,65,40,25,15
S03,S,lower,valid,0,201,65,40,25,15
S03,S,lower,valid,1,012,65,35,20,10
S03,S,lower,valid,1,120,65,40,25,10
S03,S,lower,valid,1,201,65,45,25,15
S03,S,lower,valid,2,012,67,32,18,8
S03,S,lower,valid,2,120,67,42,28,15
S03,S,lower,valid,2,201,67,38,22,12
S03,S,lower,valid,3,012,68,35,20,10
S03,S,lower,valid,3,120,68,42,25,12
S03,S,lower,valid,3,201,68,49,32,18
S03,S,lower,valid,4,012,68,35,20,10
S03,S,lower,valid,4,120,68,42,30,15
S03,S,lower,valid,4,201,68,45,25,15
S04,S,lower,invalid,0,012,92,72,35,15
S04,S,lower,invalid,0,120,92,55,25,15
S04,S,lower,invalid,0,201,92,78,80,55
S04,S,lower,invalid,1,012,90,60,30,10
S04,S,lower,invalid,1,120,90,40,20,10
S04,S,lower,invalid,1,201,90,75,60,30
S04,S,lower,invalid,2,012,92,70,40,20
S04,S,lower,invalid,2,120,92,40,20,10
S04,S,lower,invalid,2,201,92,70,70,40
S04,S,lower,invalid,3,012,92,60,25,10
S04,S,lower,invalid,3,120,92,30,10,5
S04,S,lower,invalid,3,201,92,76,82,60
S04,S,lower,invalid,4,012,93,85,40,20
S04,S,lower,invalid,4,120,93,40,20,10
S04,S,lower,invalid,4,201,93,87,85,60
S04,S,lower,valid,0,012,92,88,84,81
S04,S,lower,valid,0,120,92,88,85,82
S04,S,lower,valid,0,201,92,88,85,82
S04,S,lower,valid,1,012,90,85,80,78
S04,S,lower,valid,1,120,90,85,82,80
S04,S,lower,valid,1,201,90,86,83,80
S04,S,lower,valid,2,012,92,88,85,83
S04,S,lower,valid,2,120,92,88,85,82
S04,S,lower,valid,2,201,92,87,84,80
S04,S,lower,valid,3,012,92,87,83,80
S04,S,lower,valid,3,120,92,87,85,82
S04,S,lower,valid,3,201,92,88,85,82
S04,S,lower,valid,4,012,93,90,87,85
S04,S,lower,valid,4,120,93,89,86,83
S04,S,lower,valid,4,201,93,89,86,83
S05,S,lower,invalid,0,012,55,10,1,1
S05,S,lower,invalid,0,120,55,28,10,1
S05,S,lower,invalid,0,201,55,32,10,1
S05,S,lower,invalid,1,012,45,15,5,1
S05,S,lower,invalid,1,120,45,15,5,1
S05,S,lower,invalid,1,201,45,22,5,1
S05,S,lower,invalid,2,012,50,10,1,1
S05,S,lower,invalid,2,120,50,15,5,1
S05,S,lower,invalid,2,201,50,20,5,1
S05,S,lower,invalid,3,012,53,12,3,1
S05,S,lower,invalid,3,120,53,27,12,3
S05,S,lower,invalid,3,201,53,28,8,2
S05,S,lower,invalid,4,012,55,10,1,1
S05,S,lower,invalid,4,120,55,25,10,1
S05,S,lower,invalid,4,201,55,30,10,1
S05,S,lower,valid,0,012,55,45,35,25
S05,S,lower,valid,0,120,55,45,35,25
S05,S,lower,valid,0,201,55,45,35,25
S05,S,lower,valid,1,012,45,32,24,18
S05,S,lower,valid,1,120,45,35,25,15
S05,S,lower,valid,1,201,45,35,25,15
S05,S,lower,valid,2,012,50,38,28,20
S05,S,lower,valid,2,120,50,40,30,20
S05,S,lower,valid,2,201,50,42,35,28
S05,S,lower,valid,3,012,53,42,34,28
S05,S,lower,valid,3,120,53,44,38,32
S05,S,lower,valid,3,201,53,42,35,28
S05,S,lower,valid,4,012,55,42,35,28
S05,S,lower,valid,4,120,55,45,35,25
S05,S,lower,valid,4,201,55,42,35,28
S06,S,lower,invalid,0,012,87,68,55,40
S06,S,lower,invalid,0,120,87,77,62,48
S06,S,lower,invalid,0,201,87,65,45,30
S06,S,lower,invalid,1,012,92,78,65,48
S06,S,lower,invalid,1,120,92,84,68,53
S06,S,lower,invalid,1,201,92,60,40,25
S06,S,lower,invalid,2,012,87,68,55,40
S06,S,lower,invalid,2,120,87,75,58,42
S06,S,lower,invalid,2,201,87,62,45,32
S06,S,lower,invalid,3,012,88,65,52,35
S06,S,lower,invalid,3,120,88,80,65,45
S06,S,lower,invalid,3,201,88,61,44,28
S06,S,lower,invalid,4,012,88,70,62,45
S06,S,lower,invalid,4,120,88,81,65,52
S06,S,lower,invalid,4,201,88,62,45,32
S06,S,lower,valid,0,012,87,78,71,65
S06,S,lower,valid,0,120,87,78,72,65
S06,S,lower,valid,0,201,87,81,76,69
S06,S,lower,valid,1,012,92,84,76,70
S06,S,lower,valid,1,120,92,83,77,72
S06,S,lower,valid,1,201,92,86,81,75
S06,S,lower,valid,2,012,87,78,69,62
