artefact,tier,direction,validity,run,ordering,S0,t1,t2,t3
L04,L,lower,invalid,3,201,58,32,25,22
L04,L,lower,invalid,4,012,42,25,18,10
L04,L,lower,invalid,4,120,42,30,12,10
L04,L,lower,invalid,4,201,42,40,40,35
L04,L,lower,valid,0,012,60,45,30,5
L04,L,lower,valid,0,120,60,45,20,10
L04,L,lower,valid,0,201,60,35,30,20
L04,L,lower,valid,1,012,50,40,30,15
L04,L,lower,valid,1,120,50,40,18,9
L04,L,lower,valid,1,201,50,25,18,8
L04,L,lower,valid,2,012,55,45,30,15
L04,L,lower,valid,2,120,55,48,12,8
L04,L,lower,valid,2,201,55,30,15,7
L04,L,lower,valid,3,012,58,45,30,5
L04,L,lower,valid,3,120,58,48,12,10
L04,L,lower,valid,3,201,58,32,25,18
L04,L,lower,valid,4,012,42,30,20,5
L04,L,lower,valid,4,120,42,35,15,8
L04,L,lower,valid,4,201,42,18,10,5
L07,L,lower,invalid,0,012,94,90,84,80
L07,L,lower,invalid,0,120,94,90,88,87
L07,L,lower,invalid,0,201,94,93,93,90
L07,L,lower,invalid,1,012,88,84,81,78
L07,L,lower,invalid,1,120,88,82,78,78
L07,L,lower,invalid,1,201,88,88,88,88
L07,L,lower,invalid,2,012,93,88,86,82
L07,L,lower,invalid,2,120,93,87,84,82
L07,L,lower,invalid,2,201,93,92,92,91
L07,L,lower,invalid,3,012,93,91,89,85
L07,L,lower,invalid,3,120,93,88,85,83
L07,L,lower,invalid,3,201,93,93,93,90
L07,L,lower,invalid,4,012,92,90,86,84
L07,L,lower,invalid,4,120,92,85,78,74
L07,L,lower,invalid,4,201,92,92,90,88
L07,L,lower,valid,0,012,94,88,78,72
L07,L,lower,valid,0,120,94,88,82,75
L07,L,lower,valid,0,201,94,88,82,76
L07,L,lower,valid,1,012,88,82,74,68
L07,L,lower,valid,1,120,88,81,75,70
L07,L,lower,valid,1,201,88,82,74,66
L07,L,lower,valid,2,012,93,89,81,74
L07,L,lower,valid,2,120,93,88,82,76
L07,L,lower,valid,2,201,93,88,82,74
L07,L,lower,valid,3,012,93,88,79,72
L07,L,lower,valid,3,120,93,86,78,72
L07,L,lower,valid,3,201,93,87,83,78
L07,L,lower,valid,4,012,92,88,81,75
L07,L,lower,valid,4,120,92,87,83,78
L07,L,lower,valid,4,201,92,88,82,76
L08,L,raise,invalid,0,012,42,55,59,63
L08,L,raise,invalid,0,120,42,46,55,57
L08,L,raise,invalid,0,201,42,42,42,42
L08,L,raise,invalid,1,012,42,45,47,50
L08,L,raise,invalid,1,120,42,46,49,52
L08,L,raise,invalid,1,201,42,45,50,50
L08,L,raise,invalid,2,012,42,50,55,60
L08,L,raise,invalid,2,120,42,50,55,60
L08,L,raise,invalid,2,201,42,45,48,50
L08,L,raise,invalid,3,012,38,42,45,50
L08,L,raise,invalid,3,120,38,42,46,48
L08,L,raise,invalid,3,201,38,45,52,58
L08,L,raise,invalid,4,012,40,45,50,55
L08,L,raise,invalid,4,120,40,45,50,55
L08,L,raise,invalid,4,201,40,55,58,60
L08,L,raise,valid,0,012,42,54,58,62
L08,L,raise,valid,0,120,42,55,65,70
L08,L,raise,valid,0,201,42,58,64,70
L08,L,raise,valid,1,012,42,50,60,65
L08,L,raise,valid,1,120,42,52,60,68
L08,L,raise,valid,1,201,42,60,66,72
L08,L,raise,valid,2,012,42,53,58,62
L08,L,raise,valid,2,120,42,55,63,69
L08,L,raise,valid,2,201,42,56,63,68
L08,L,raise,valid,3,012,38,50,58,62
L08,L,raise,valid,3,120,38,46,55,62
L08,L,raise,valid,3,201,38,52,57,61
L08,L,raise,valid,4,012,40,52,60,65
L08,L,raise,valid,4,120,40,50,60,65
L08,L,raise,valid,4,201,40,55,60,65
M01,M,lower,invalid,0,012,92,86,78,75
M01,M,lower,invalid,0,120,92,68,62,58
M01,M,lower,invalid,0,201,92,78,70,65
M01,M,lower,invalid,1,012,90,78,70,65
M01,M,lower,invalid,1,120,90,80,70,65
M01,M,lower,invalid,1,201,90,83,80,80
M01,M,lower,invalid,2,012,91,85,78,72
M01,M,lower,invalid,2,120,91,78,68,62
M01,M,lower,invalid,2,201,91,83,78,76
M01,M,lower,invalid,3,012,94,88,78,70
M01,M,lower,invalid,3,120,94,81,72,65
M01,M,lower,invalid,3,201,94,82,78,72
M01,M,lower,invalid,4,012,93,83,78,80
M01,M,lower,invalid,4,120,93,85,75,68
M01,M,lower,invalid,4,201,93,85,82,78
M01,M,lower,valid,0,012,92,86,80,75
M01,M,lower,valid,0,120,92,87,82,78
M01,M,lower,valid,0,201,92,84,78,72
M01,M,lower,valid,1,012,90,84,78,74
M01,M,lower,valid,1,120,90,83,78,73
M01,M,lower,valid,1,201,90,82,78,74
M01,M,lower,valid,2,012,91,86,82,78
M01,M,lower,valid,2,120,91,84,78,72
M01,M,lower,valid,2,201,91,86,80,73
M01,M,lower,valid,3,012,94,90,84,78
M01,M,lower,valid,3,120,94,88,82,76
M01,M,lower,valid,3,201,94,87,83,78
M01,M,lower,valid,4,012,93,87,81,76
M01,M,lower,valid,4,120,93,86,82,78
M01,M,lower,valid,4,201,93,86,81,76
M02,M,raise,invalid,0,012,24,24,25,25
M02,M,raise,invalid,0,120,24,24,27,30
M02,M,raise,invalid,0,201,24,24,24,30
M02,M,raise,invalid,1,012,28,28,28,28
M02,M,raise,invalid,1,120,28,30,35,40
M02,M,raise,invalid,1,201,28,35,40,42
M02,M,raise,invalid,2,012,28,28,30,35
M02,M,raise,invalid,2,120,28,28,28,28
M02,M,raise,invalid,2,201,28,32,35,38
M02,M,raise,invalid,3,012,22,24,26,28
M02,M,raise,invalid,3,120,22,35,70,40
M02,M,raise,invalid,3,201,22,22,28,30
M02,M,raise,invalid,4,012,23,25,28,30
M02,M,raise,invalid,4,120,23,32,45,46
M02,M,raise,invalid,4,201,23,30,31,32
M02,M,raise,valid,0,012,24,30,36,40
M02,M,raise,valid,0,120,24,32,35,38
M02,M,raise,valid,0,201,24,28,32,35
M02,M,raise,valid,1,012,28,35,40,42
M02,M,raise,valid,1,120,28,35,40,45
M02,M,raise,valid,1,201,28,34,38,42
M02,M,raise,valid,2,012,28,35,40,45
M02,M,raise,valid,2,120,28,37,40,45
M02,M,raise,valid,2,201,28,34,38,42
M02,M,raise,valid,3,012,22,28,34,38
M02,M,raise,valid,3,120,22,32,37,40
M02,M,raise,valid,3,201,22,28,32,35
M02,M,raise,valid,4,012,23,30,35,38
M02,M,raise,valid,4,120,23,30,34,38
M02,M,raise,valid,4,201,23,30,35,40
M03,M,lower,invalid,0,012,85,40,30,25
M03,M,lower,invalid,0,120,85,55,70,50
M03,M,lower,invalid,0,201,85,80,75,74
M03,M,lower,invalid,1,012,87,60,80,75
M03,M,lower,invalid,1,120,87,52,45,32
M03,M,lower,invalid,1,201,87,80,78,75
M03,M,lower,invalid,2,012,85,60,70,85
M03,M,lower,invalid,2,120,85,58,45,40
M03,M,lower,invalid,2,201,85,78,60,60
M03,M,lower,invalid,3,012,84,65,55,50
M03,M,lower,invalid,3,120,84,65,60,45
M03,M,lower,invalid,3,201,84,78,75,75
M03,M,lower,invalid,4,012,86,30,78,80
M03,M,lower,invalid,4,120,86,62,45,30
M03,M,lower,invalid,4,201,86,80,72,79
M03,M,lower,valid,0,012,85,60,45,40
M03,M,lower,valid,0,120,85,78,72,65
M03,M,lower,valid,0,201,85,74,65,57
M03,M,lower,valid,1,012,87,70,60,50
M03,M,lower,valid,1,120,87,78,70,60
M03,M,lower,valid,1,201,87,78,68,60
M03,M,lower,valid,2,012,85,72,60,52
M03,M,lower,valid,2,120,85,78,70,60
M03,M,lower,valid,2,201,85,74,66,58
M03,M,lower,valid,3,012,84,64,52,45
M03,M,lower,valid,3,120,84,76,68,58
M03,M,lower,valid,3,201,84,76,68,60
M03,M,lower,valid,4,012,86,72,63,56
M03,M,lower,valid,4,120,86,79,72,62
M03,M,lower,valid,4,201,86,74,58,46
M04,M,raise,invalid,0,012,30,30,30,30
M04,M,raise,invalid,0,120,30,65,85,85
M04,M,raise,invalid,0,201,30,30,30,30
M04,M,raise,invalid,1,012,35,35,35,35
M04,M,raise,invalid,1,120,35,35,35,35
M04,M,raise,invalid,1,201,35,37,36,36
M04,M,raise,invalid,2,012,32,34,36,37
M04,M,raise,invalid,2,120,32,33,33,34
M04,M,raise,invalid,2,201,32,35,35,35
M04,M,raise,invalid,3,012,30,32,35,35
M04,M,raise,invalid,3,120,30,30,30,30
M04,M,raise,invalid,3,201,30,35,35,40
M04,M,raise,invalid,4,012,30,30,35,40
M04,M,raise,invalid,4,120,30,30,30,30
M04,M,raise,invalid,4,201,30,35,35,35
M04,M,raise,valid,0,012,30,42,55,58
M04,M,raise,valid,0,120,30,45,50,50
M04,M,raise,valid,0,201,30,35,40,45
M04,M,raise,valid,1,012,35,42,50,52
M04,M,raise,valid,1,120,35,55,60,65
M04,M,raise,valid,1,201,35,42,45,48
M04,M,raise,valid,2,012,32,40,50,55
M04,M,raise,valid,2,120,32,48,52,57
M04,M,raise,valid,2,201,32,38,41,45
M04,M,raise,valid,3,012,30,40,50,55
M04,M,raise,valid,3,120,30,45,50,55
M04,M,raise,valid,3,201,30,35,40,45
M04,M,raise,valid,4,012,30,42,50,55
M04,M,raise,valid,4,120,30,45,50,52
M04,M,raise,valid,4,201,30,35,40,45
M05,M,lower,invalid,0,012,92,80,62,45
M05,M,lower,invalid,0,120,92,68,62,55
M05,M,lower,invalid,0,201,92,85,80,65
M05,M,lower,invalid,1,012,92,85,72,60
M05,M,lower,invalid,1,120,92,78,65,60
M05,M,lower,invalid,1,201,92,78,75,68
M05,M,lower,invalid,2,012,91,78,52,35
M05,M,lower,invalid,2,120,91,74,58,58
M05,M,lower,invalid,2,201,91,83,80,70
M05,M,lower,invalid,3,012,92,80,60,35
M05,M,lower,invalid,3,120,92,78,65,60
M05,M,lower,invalid,3,201,92,86,84,78
M05,M,lower,invalid,4,012,90,78,65,65
M05,M,lower,invalid,4,120,90,72,58,45
M05,M,lower,invalid,4,201,90,82,74,70
M05,M,lower,valid,0,012,92,85,72,70
M05,M,lower,valid,0,120,92,80,78,72
M05,M,lower,valid,0,201,92,89,83,72
M05,M,lower,valid,1,012,92,80,70,68
M05,M,lower,valid,1,120,92,83,80,74
M05,M,lower,valid,1,201,92,87,78,68
M05,M,lower,valid,2,012,91,82,70,68
M05,M,lower,valid,2,120,91,80,78,70
M05,M,lower,valid,2,201,91,88,82,72
M05,M,lower,valid,3,012,92,82,70,66
M05,M,lower,valid,3,120,92,83,79,74
M05,M,lower,valid,3,201,92,88,80,72
M05,M,lower,valid,4,012,90,80,70,65
M05,M,lower,valid,4,120,90,75,70,60
M05,M,lower,valid,4,201,90,87,80,70
M06,M,lower,invalid,0,012,68,55,22,10
M06,M,lower,invalid,0,120,68,32,12,10
M06,M,lower,invalid,0,201,68,28,28,20
M06,M,lower,invalid,1,012,58,58,22,18
M06,M,lower,invalid,1,120,58,12,8,7
M06,M,lower,invalid,1,201,58,20,20,12
M06,M,lower,invalid,2,012,65,60,25,15
M06,M,lower,invalid,2,120,65,32,20,25
M06,M,lower,invalid,2,201,65,20,10,12
M06,M,lower,invalid,3,012,58,58,20,35
M06,M,lower,invalid,3,120,58,20,5,25
M06,M,lower,invalid,3,201,58,35,50,58
M06,M,lower,invalid,4,012,60,50,25,15
M06,M,lower,invalid,4,120,60,20,20,20
M06,M,lower,invalid,4,201,60,25,25,20
M06,M,lower,valid,0,012,68,52,40,28
M06,M,lower,valid,0,120,68,60,42,28
M06,M,lower,valid,0,201,68,45,30,20
M06,M,lower,valid,1,012,58,42,33,25
M06,M,lower,valid,1,120,58,47,34,26
M06,M,lower,valid,1,201,58,32,22,15
M06,M,lower,valid,2,012,65,50,38,27
M06,M,lower,valid,2,120,65,55,35,25
M06,M,lower,valid,2,201,65,45,30,20
M06,M,lower,valid,3,012,58,45,32,25
M06,M,lower,valid,3,120,58,48,35,25
M06,M,lower,valid,3,201,58,40,30,22
M06,M,lower,valid,4,012,60,40,30,25
M06,M,lower,valid,4,120,60,45,35,25
M06,M,lower,valid,4,201,60,45,30,20
M07,M,lower,invalid,0,012,86,72,70,65
M07,M,lower,invalid,0,120,86,85,78,70
M07,M,lower,invalid,0,201,86,81,68,68
M07,M,lower,invalid,1,012,86,78,78,78
M07,M,lower,invalid,1,120,86,85,80,70
M07,M,lower,invalid,1,201,86,86,80,83
M07,M,lower,invalid,2,012,85,70,70,65
M07,M,lower,invalid,2,120,85,20,83,78
M07,M,lower,invalid,2,201,85,60,55,80
M07,M,lower,invalid,3,012,87,78,78,70
M07,M,lower,invalid,3,120,87,19,82,74
M07,M,lower,invalid,3,201,87,87,80,78
M07,M,lower,invalid,4,012,82,68,65,65
M07,M,lower,invalid,4,120,82,82,80,75
M07,M,lower,invalid,4,201,82,65,55,80
M07,M,lower,valid,0,012,86,78,68,60
M07,M,lower,valid,0,120,86,74,66,58
M07,M,lower,valid,0,201,86,78,70,58
M07,M,lower,valid,1,012,86,74,59,48
M07,M,lower,valid,1,120,86,72,65,55
M07,M,lower,valid,1,201,86,78,68,56
M07,M,lower,valid,2,012,85,78,68,62
M07,M,lower,valid,2,120,85,69,63,55
M07,M,lower,valid,2,201,85,78,70,57
M07,M,lower,valid,3,012,87,78,68,62
M07,M,lower,valid,3,120,87,74,68,60
M07,M,lower,valid,3,201,87,79,71,62
M07,M,lower,valid,4,012,82,72,60,55
M07,M,lower,valid,4,120,82,72,68,62
M07,M,lower,valid,4,201,82,75,68,60
M08,M,lower,invalid,0,012,90,75,65,45
M08,M,lower,invalid,0,120,90,78,70,60
M08,M,lower,invalid,0,201,90,78,73,69
M08,M,lower,invalid,1,012,88,75,68,60
M08,M,lower,invalid,1,120,88,78,65,60
M08,M,lower,invalid,1,201,88,62,48,45
M08,M,lower,invalid,2,012,88,80,72,57
M08,M,lower,invalid,2,120,88,82,75,58
M08,M,lower,invalid,2,201,88,62,55,47
M08,M,lower,invalid,3,012,92,60,55,40
M08,M,lower,invalid,3,120,92,80,70,50
M08,M,lower,invalid,3,201,92,65,65,55
M08,M,lower,invalid,4,012,87,71,64,48
M08,M,lower,invalid,4,120,87,74,58,50
M08,M,lower,invalid,4,201,87,64,45,38
M08,M,lower,valid,0,012,90,78,68,35
M08,M,lower,valid,0,120,90,80,38,24
M08,M,lower,valid,0,201,90,40,25,15
M08,M,lower,valid,1,012,88,76,68,42
M08,M,lower,valid,1,120,88,74,45,30
M08,M,lower,valid,1,201,88,46,32,18
M08,M,lower,valid,2,012,88,74,62,55
M08,M,lower,valid,2,120,88,80,45,30
M08,M,lower,valid,2,201,88,70,58,40
M08,M,lower,valid,3,012,92,83,72,45
M08,M,lower,valid,3,120,92,84,38,22
M08,M,lower,valid,3,201,92,45,30,15
M08,M,lower,valid,4,012,87,78,69,54
M08,M,lower,valid,4,120,87,78,42,29
M08,M,lower,valid,4,201,87,58,43,32
S01,S,raise,invalid,0,012,45,48,48,48
S01,S,raise,invalid,0,120,45,46,47,47
S01,S,raise,invalid,0,201,45,45,45,45
S01,S,raise,invalid,1,012,45,47,47,47
S01,S,raise,invalid,1,120,45,46,46,46
S01,S,raise,invalid,1,201,45,45,45,45
S01,S,raise,invalid,2,012,42,55,50,50
S01,S,raise,invalid,2,120,42,42,42,42
S01,S,raise,invalid,2,201,42,46,48,50
S01,S,raise,invalid,3,012,58,58,58,58
S01,S,raise,invalid,3,120,58,58,58,58
S01,S,raise,invalid,3,201,58,58,58,58
S01,S,raise,invalid,4,012,38,45,45,45
S01,S,raise,invalid,4,120,38,38,38,38
S01,S,raise,invalid,4,201,38,38,38,38
S01,S,raise,valid,0,012,45,50,60,62
S01,S,raise,valid,0,120,45,57,60,63
S01,S,raise,valid,0,201,45,50,55,60
S01,S,raise,valid,1,012,45,50,60,65
S01,S,raise,valid,1,120,45,60,65,68
S01,S,raise,valid,1,201,45,50,53,55
S01,S,raise,valid,2,012,42,46,53,55
S01,S,raise,valid,2,120,42,55,60,62
S01,S,raise,valid,2,201,42,47,50,55
S01,S,raise,valid,3,012,58,61,64,66
S01,S,raise,valid,3,120,58,62,65,68
S01,S,raise,valid,3,201,58,62,65,68
S01,S,raise,valid,4,012,38,42,48,52
S01,S,raise,valid,4,120,38,45,50,55
S01,S,raise,valid,4,201,38,42,45,52
S02,S,lower,invalid,0,012,78,74,45,68
S02,S,lower,invalid,0,120,78,35,60,70
S02,S,lower,invalid,0,201,78,72,68,68
S02,S,lower,invalid,1,012,75,65,40,60
S02,S,lower,invalid,1,120,75,28,25,15
S02,S,lower,invalid,1,201,75,55,40,30
S02,S,lower,invalid,2,012,72,65,64,62
S02,S,lower,invalid,2,120,72,68,60,58
S02,S,lower,invalid,2,201,72,72,70,70
S02,S,lower,invalid,3,012,74,68,65,60
S02,S,lower,invalid,3,120,74,38,30,25
S02,S,lower,invalid,3,201,74,70,69,67
S02,S,lower,invalid,4,012,75,70,60,60
S02,S,lower,invalid,4,120,75,40,38,60
S02,S,lower,invalid,4,201,75,70,65,60
S02,S,lower,valid,0,012,78,70,62,57
S02,S,lower,valid,0,120,78,72,66,58
S02,S,lower,valid,0,201,78,70,62,53
S02,S,lower,valid,1,012,75,65,58,52
S02,S,lower,valid,1,120,75,68,62,55
S02,S,lower,valid,1,201,75,65,55,45
S02,S,lower,valid,2,012,72,64,58,52
S02,S,lower,valid,2,120,72,65,60,50
S02,S,lower,valid,2,201,72,65,52,45
S02,S,lower,valid,3,012,74,66,58,50
S02,S,lower,valid,3,120,74,68,64,58
S02,S,lower,valid,3,201,74,68,62,55
S02,S,lower,valid,4,012,75,65,55,50
S02,S,lower,valid,4,120,75,68,63,57
S02,S,lower,valid,4,201,75,65,55,45
S03,S,raise,invalid,0,012,48,60,62,65
S03,S,raise,invalid,0,120,48,55,55,60
S03,S,raise,invalid,0,201,48,48,52,52
S03,S,raise,invalid,1,012,52,60,65,90
S03,S,raise,invalid,1,120,52,60,60,62
S03,S,raise,invalid,1,201,52,52,55,56
S03,S,raise,invalid,2,012,52,60,68,60
S03,S,raise,invalid,2,120,52,58,58,60
S03,S,raise,invalid,2,201,52,52,52,52
S03,S,raise,invalid,3,012,48,62,68,70
S03,S,raise,invalid,3,120,48,50,50,55
S03,S,raise,invalid,3,201,48,60,65,58
S03,S,raise,invalid,4,012,48,55,60,65
S03,S,raise,invalid,4,120,48,52,55,60
S03,S,raise,invalid,4,201,48,48,55,55
S03,S,raise,valid,0,012,48,55,60,64
S03,S,raise,valid,0,120,48,55,60,63
S03,S,raise,valid,0,201,48,55,60,65
S03,S,raise,valid,1,012,52,60,65,68
S03,S,raise,valid,1,120,52,60,64,66
S03,S,raise,valid,1,201,52,60,65,70
S03,S,raise,valid,2,012,52,50,56,58
S03,S,raise,valid,2,120,52,60,63,65
S03,S,raise,valid,2,201,52,60,68,74
S03,S,raise,valid,3,012,48,55,60,63
S03,S,raise,valid,3,120,48,56,60,65
S03,S,raise,valid,3,201,48,56,62,66
S03,S,raise,valid,4,012,48,58,62,65
S03,S,raise,valid,4,120,48,55,58,62
S03,S,raise,valid,4,201,48,55,60,65
S04,S,lower,invalid,0,012,93,93,93,93
S04,S,lower,invalid,0,120,93,90,93,93
S04,S,lower,invalid,0,201,93,90,90,90
S04,S,lower,invalid,1,012,90,75,88,88
S04,S,lower,invalid,1,120,90,90,90,85
S04,S,lower,invalid,1,201,90,90,90,90
S04,S,lower,invalid,2,012,85,75,1,75
S04,S,lower,invalid,2,120,85,85,85,80
S04,S,lower,invalid,2,201,85,85,85,85
S04,S,lower,invalid,3,012,90,88,25,91
S04,S,lower,invalid,3,120,90,90,90,90
S04,S,lower,invalid,3,201,90,90,90,90
S04,S,lower,invalid,4,012,92,92,90,90
S04,S,lower,invalid,4,120,92,92,90,90
S04,S,lower,invalid,4,201,92,90,90,90
S04,S,lower,valid,0,012,93,89,86,84
S04,S,lower,valid,0,120,93,89,86,84
S04,S,lower,valid,0,201,93,89,87,85
S04,S,lower,valid,1,012,90,87,84,82
S04,S,lower,valid,1,120,90,86,83,80
S04,S,lower,valid,1,201,90,87,85,82
S04,S,lower,valid,2,012,85,82,79,77
S04,S,lower,valid,2,120,85,82,79,77
S04,S,lower,valid,2,201,85,82,80,78
S04,S,lower,valid,3,012,90,87,84,82
S04,S,lower,valid,3,120,90,85,83,81
S04,S,lower,valid,3,201,90,85,82,80
S04,S,lower,valid,4,012,92,89,85,83
S04,S,lower,valid,4,120,92,88,86,84
S04,S,lower,valid,4,201,92,88,86,83
S05,S,raise,invalid,0,012,42,44,45,45
S05,S,raise,invalid,0,120,42,42,43,44
S05,S,raise,invalid,0,201,42,45,46,47
S05,S,raise,invalid,1,012,35,36,37,38
S05,S,raise,invalid,1,120,35,36,38,38
S05,S,raise,invalid,1,201,35,45,50,42
S05,S,raise,invalid,2,012,42,42,42,42
S05,S,raise,invalid,2,120,42,44,45,45
S05,S,raise,invalid,2,201,42,57,57,57
S05,S,raise,invalid,3,012,43,43,44,45
S05,S,raise,invalid,3,120,43,44,46,46
S05,S,raise,invalid,3,201,43,43,43,43
S05,S,raise,invalid,4,012,48,50,52,52
S05,S,raise,invalid,4,120,48,48,48,48
S05,S,raise,invalid,4,201,48,65,60,55
S05,S,raise,valid,0,012,42,55,60,64
S05,S,raise,valid,0,120,42,48,52,55
S05,S,raise,valid,0,201,42,50,55,60
S05,S,raise,valid,1,012,35,45,50,55
S05,S,raise,valid,1,120,35,40,45,50
S05,S,raise,valid,1,201,35,45,50,55
S05,S,raise,valid,2,012,42,55,60,65
S05,S,raise,valid,2,120,42,46,50,53
S05,S,raise,valid,2,201,42,48,52,55
S05,S,raise,valid,3,012,43,52,58,62
S05,S,raise,valid,3,120,43,47,52,55
S05,S,raise,valid,3,201,43,50,55,58
S05,S,raise,valid,4,012,48,60,65,68
S05,S,raise,valid,4,120,48,55,58,60
S05,S,raise,valid,4,201,48,55,60,63
S06,S,lower,invalid,0,012,82,80,72,60
S06,S,lower,invalid,0,120,82,73,65,50
S06,S,lower,invalid,0,201,82,70,58,45
S06,S,lower,invalid,1,012,82,75,68,55
S06,S,lower,invalid,1,120,82,75,68,60
S06,S,lower,invalid,1,201,82,60,55,50
S06,S,lower,invalid,2,012,85,72,65,45
S06,S,lower,invalid,2,120,85,75,60,58
S06,S,lower,invalid,2,201,85,40,35,30
S06,S,lower,invalid,3,012,83,68,58,42
S06,S,lower,invalid,3,120,83,76,60,58
S06,S,lower,invalid,3,201,83,45,30,25
S06,S,lower,invalid,4,012,78,72,64,55
S06,S,lower,invalid,4,120,78,72,67,62
S06,S,lower,invalid,4,201,78,64,58,52
S06,S,lower,valid,0,012,82,74,66,60
S06,S,lower,valid,0,120,82,72,68,63
S06,S,lower,valid,0,201,82,75,70,65
S06,S,lower,valid,1,012,82,75,68,60
S06,S,lower,valid,1,120,82,74,68,62
S06,S,lower,valid,1,201,82,75,70,60
S06,S,lower,valid,2,012,85,78,70,62
