artefact,tier,direction,validity,run,ordering,S0,t1,t2,t3
L02,L,lower,valid,1,120,55,38,28,24
L02,L,lower,valid,1,201,55,30,28,25
L02,L,lower,valid,2,012,55,45,35,25
L02,L,lower,valid,2,120,55,40,30,25
L02,L,lower,valid,2,201,55,35,32,28
L02,L,lower,valid,3,012,55,42,34,22
L02,L,lower,valid,3,120,55,40,28,22
L02,L,lower,valid,3,201,55,38,34,30
L02,L,lower,valid,4,012,54,42,34,28
L02,L,lower,valid,4,120,54,38,24,18
L02,L,lower,valid,4,201,54,38,34,28
L03,L,lower,invalid,0,012,88,86,85,85
L03,L,lower,invalid,0,120,88,82,82,82
L03,L,lower,invalid,0,201,88,88,88,88
L03,L,lower,invalid,1,012,86,82,81,82
L03,L,lower,invalid,1,120,86,85,86,86
L03,L,lower,invalid,1,201,86,86,86,86
L03,L,lower,invalid,2,012,86,84,83,83
L03,L,lower,invalid,2,120,86,85,85,85
L03,L,lower,invalid,2,201,86,86,84,83
L03,L,lower,invalid,3,012,86,84,83,85
L03,L,lower,invalid,3,120,86,82,86,86
L03,L,lower,invalid,3,201,86,86,86,86
L03,L,lower,invalid,4,012,85,82,80,82
L03,L,lower,invalid,4,120,85,83,85,85
L03,L,lower,invalid,4,201,85,85,83,83
L03,L,lower,valid,0,012,88,55,45,40
L03,L,lower,valid,0,120,88,78,58,52
L03,L,lower,valid,0,201,88,78,65,58
L03,L,lower,valid,1,012,86,62,52,50
L03,L,lower,valid,1,120,86,75,60,55
L03,L,lower,valid,1,201,86,72,62,55
L03,L,lower,valid,2,012,86,62,54,58
L03,L,lower,valid,2,120,86,74,60,55
L03,L,lower,valid,2,201,86,62,55,48
L03,L,lower,valid,3,012,86,62,52,55
L03,L,lower,valid,3,120,86,74,62,58
L03,L,lower,valid,3,201,86,72,64,55
L03,L,lower,valid,4,012,85,62,52,48
L03,L,lower,valid,4,120,85,72,58,52
L03,L,lower,valid,4,201,85,72,65,58
L04,L,lower,invalid,0,012,60,58,52,50
L04,L,lower,invalid,0,120,60,48,40,35
L04,L,lower,invalid,0,201,60,35,34,30
L04,L,lower,invalid,1,012,45,45,40,38
L04,L,lower,invalid,1,120,45,35,25,22
L04,L,lower,invalid,1,201,45,42,38,35
L04,L,lower,invalid,2,012,55,50,45,40
L04,L,lower,invalid,2,120,55,45,30,35
L04,L,lower,invalid,2,201,55,28,30,27
L04,L,lower,invalid,3,012,55,48,42,45
L04,L,lower,invalid,3,120,55,42,28,24
L04,L,lower,invalid,3,201,55,35,34,28
L04,L,lower,invalid,4,012,45,42,38,37
L04,L,lower,invalid,4,120,45,35,25,25
L04,L,lower,invalid,4,201,45,30,28,22
L04,L,lower,valid,0,012,60,45,32,28
L04,L,lower,valid,0,120,60,45,35,30
L04,L,lower,valid,0,201,60,45,40,35
L04,L,lower,valid,1,012,45,35,25,18
L04,L,lower,valid,1,120,45,32,28,24
L04,L,lower,valid,1,201,45,35,30,25
L04,L,lower,valid,2,012,55,42,32,28
L04,L,lower,valid,2,120,55,42,35,30
L04,L,lower,valid,2,201,55,38,32,25
L04,L,lower,valid,3,012,55,40,28,18
L04,L,lower,valid,3,120,55,42,35,30
L04,L,lower,valid,3,201,55,35,30,25
L04,L,lower,valid,4,012,45,32,24,18
L04,L,lower,valid,4,120,45,30,25,22
L04,L,lower,valid,4,201,45,35,30,25
L07,L,lower,invalid,0,012,90,88,86,85
L07,L,lower,invalid,0,120,90,86,85,84
L07,L,lower,invalid,0,201,90,86,86,85
L07,L,lower,invalid,1,012,90,88,86,85
L07,L,lower,invalid,1,120,90,85,82,81
L07,L,lower,invalid,1,201,90,90,90,90
L07,L,lower,invalid,2,012,92,88,85,84
L07,L,lower,invalid,2,120,92,88,86,85
L07,L,lower,invalid,2,201,92,91,90,88
L07,L,lower,invalid,3,012,90,88,85,85
L07,L,lower,invalid,3,120,90,85,83,82
L07,L,lower,invalid,3,201,90,87,86,83
L07,L,lower,invalid,4,012,92,88,84,83
L07,L,lower,invalid,4,120,92,88,86,85
L07,L,lower,invalid,4,201,92,89,88,85
L07,L,lower,valid,0,012,90,86,80,78
L07,L,lower,valid,0,120,90,86,83,80
L07,L,lower,valid,0,201,90,85,82,78
L07,L,lower,valid,1,012,90,86,82,80
L07,L,lower,valid,1,120,90,85,82,79
L07,L,lower,valid,1,201,90,84,80,74
L07,L,lower,valid,2,012,92,88,84,82
L07,L,lower,valid,2,120,92,88,85,82
L07,L,lower,valid,2,201,92,87,84,80
L07,L,lower,valid,3,012,90,86,81,79
L07,L,lower,valid,3,120,90,85,82,79
L07,L,lower,valid,3,201,90,85,82,78
L07,L,lower,valid,4,012,92,89,84,82
L07,L,lower,valid,4,120,92,88,85,82
L07,L,lower,valid,4,201,92,87,84,80
L08,L,raise,invalid,0,012,35,45,50,55
L08,L,raise,invalid,0,120,35,45,48,50
L08,L,raise,invalid,0,201,35,48,50,52
L08,L,raise,invalid,1,012,38,42,50,54
L08,L,raise,invalid,1,120,38,45,45,45
L08,L,raise,invalid,1,201,38,50,55,58
L08,L,raise,invalid,2,012,42,50,55,58
L08,L,raise,invalid,2,120,42,55,58,60
L08,L,raise,invalid,2,201,42,47,49,50
L08,L,raise,invalid,3,012,40,45,50,52
L08,L,raise,invalid,3,120,40,50,52,55
L08,L,raise,invalid,3,201,40,50,55,58
L08,L,raise,invalid,4,012,38,42,50,55
L08,L,raise,invalid,4,120,38,45,48,50
L08,L,raise,invalid,4,201,38,45,48,50
L08,L,raise,valid,0,012,35,52,62,66
L08,L,raise,valid,0,120,35,50,55,60
L08,L,raise,valid,0,201,35,52,60,66
L08,L,raise,valid,1,012,38,48,56,60
L08,L,raise,valid,1,120,38,52,58,62
L08,L,raise,valid,1,201,38,55,62,68
L08,L,raise,valid,2,012,42,58,64,68
L08,L,raise,valid,2,120,42,58,62,66
L08,L,raise,valid,2,201,42,58,64,68
L08,L,raise,valid,3,012,40,55,62,65
L08,L,raise,valid,3,120,40,52,58,62
L08,L,raise,valid,3,201,40,55,62,68
L08,L,raise,valid,4,012,38,54,63,67
L08,L,raise,valid,4,120,38,50,56,60
L08,L,raise,valid,4,201,38,54,62,68
M01,M,lower,invalid,0,012,92,85,85,82
M01,M,lower,invalid,0,120,92,90,88,87
M01,M,lower,invalid,0,201,92,88,85,89
M01,M,lower,invalid,1,012,92,84,84,84
M01,M,lower,invalid,1,120,92,89,84,90
M01,M,lower,invalid,1,201,92,84,83,83
M01,M,lower,invalid,2,012,92,86,85,82
M01,M,lower,invalid,2,120,92,86,80,78
M01,M,lower,invalid,2,201,92,84,81,82
M01,M,lower,invalid,3,012,90,84,83,80
M01,M,lower,invalid,3,120,90,86,80,79
M01,M,lower,invalid,3,201,90,82,80,80
M01,M,lower,invalid,4,012,90,84,84,82
M01,M,lower,invalid,4,120,90,85,83,82
M01,M,lower,invalid,4,201,90,82,78,85
M01,M,lower,valid,0,012,92,88,84,82
M01,M,lower,valid,0,120,92,88,84,81
M01,M,lower,valid,0,201,92,86,82,78
M01,M,lower,valid,1,012,92,87,84,82
M01,M,lower,valid,1,120,92,87,82,78
M01,M,lower,valid,1,201,92,86,83,80
M01,M,lower,valid,2,012,92,86,83,81
M01,M,lower,valid,2,120,92,87,82,78
M01,M,lower,valid,2,201,92,86,83,80
M01,M,lower,valid,3,012,90,84,80,78
M01,M,lower,valid,3,120,90,85,80,78
M01,M,lower,valid,3,201,90,84,80,76
M01,M,lower,valid,4,012,90,84,80,78
M01,M,lower,valid,4,120,90,84,79,75
M01,M,lower,valid,4,201,90,85,82,78
M02,M,raise,invalid,0,012,18,22,22,22
M02,M,raise,invalid,0,120,18,18,18,18
M02,M,raise,invalid,0,201,18,25,30,30
M02,M,raise,invalid,1,012,18,20,18,19
M02,M,raise,invalid,1,120,18,18,18,18
M02,M,raise,invalid,1,201,18,18,18,18
M02,M,raise,invalid,2,012,20,25,28,28
M02,M,raise,invalid,2,120,20,20,20,20
M02,M,raise,invalid,2,201,20,30,32,32
M02,M,raise,invalid,3,012,22,22,22,22
M02,M,raise,invalid,3,120,22,22,22,22
M02,M,raise,invalid,3,201,22,28,28,28
M02,M,raise,invalid,4,012,22,25,27,30
M02,M,raise,invalid,4,120,22,22,22,22
M02,M,raise,invalid,4,201,22,24,26,26
M02,M,raise,valid,0,012,18,30,34,36
M02,M,raise,valid,0,120,18,30,34,36
M02,M,raise,valid,0,201,18,24,30,34
M02,M,raise,valid,1,012,18,26,33,35
M02,M,raise,valid,1,120,18,32,35,38
M02,M,raise,valid,1,201,18,24,30,35
M02,M,raise,valid,2,012,20,30,35,38
M02,M,raise,valid,2,120,20,32,35,38
M02,M,raise,valid,2,201,20,26,33,38
M02,M,raise,valid,3,012,22,30,38,41
M02,M,raise,valid,3,120,22,34,38,42
M02,M,raise,valid,3,201,22,30,35,40
M02,M,raise,valid,4,012,22,30,35,37
M02,M,raise,valid,4,120,22,34,38,41
M02,M,raise,valid,4,201,22,28,32,36
M03,M,lower,invalid,0,012,88,76,76,70
M03,M,lower,invalid,0,120,88,74,72,76
M03,M,lower,invalid,0,201,88,87,85,85
M03,M,lower,invalid,1,012,88,74,74,74
M03,M,lower,invalid,1,120,88,72,70,72
M03,M,lower,invalid,1,201,88,88,88,88
M03,M,lower,invalid,2,012,85,78,80,78
M03,M,lower,invalid,2,120,85,72,68,68
M03,M,lower,invalid,2,201,85,84,84,84
M03,M,lower,invalid,3,012,86,78,76,78
M03,M,lower,invalid,3,120,86,72,71,70
M03,M,lower,invalid,3,201,86,84,85,85
M03,M,lower,invalid,4,012,85,83,83,83
M03,M,lower,invalid,4,120,85,72,70,68
M03,M,lower,invalid,4,201,85,82,80,80
M03,M,lower,valid,0,012,88,75,68,65
M03,M,lower,valid,0,120,88,78,72,65
M03,M,lower,valid,0,201,88,82,74,68
M03,M,lower,valid,1,012,88,75,68,65
M03,M,lower,valid,1,120,88,80,75,68
M03,M,lower,valid,1,201,88,80,72,68
M03,M,lower,valid,2,012,85,72,64,60
M03,M,lower,valid,2,120,85,78,72,65
M03,M,lower,valid,2,201,85,78,70,65
M03,M,lower,valid,3,012,86,72,64,60
M03,M,lower,valid,3,120,86,78,72,65
M03,M,lower,valid,3,201,86,78,72,68
M03,M,lower,valid,4,012,85,72,64,60
M03,M,lower,valid,4,120,85,76,70,62
M03,M,lower,valid,4,201,85,78,70,64
M04,M,raise,invalid,0,012,22,22,22,22
M04,M,raise,invalid,0,120,22,22,22,22
M04,M,raise,invalid,0,201,22,24,24,24
M04,M,raise,invalid,1,012,25,25,25,25
M04,M,raise,invalid,1,120,25,25,25,25
M04,M,raise,invalid,1,201,25,25,25,25
M04,M,raise,invalid,2,012,25,25,25,25
M04,M,raise,invalid,2,120,25,25,25,25
M04,M,raise,invalid,2,201,25,25,25,25
M04,M,raise,invalid,3,012,30,30,30,30
M04,M,raise,invalid,3,120,30,30,30,30
M04,M,raise,invalid,3,201,30,35,38,30
M04,M,raise,invalid,4,012,24,24,24,24
M04,M,raise,invalid,4,120,24,24,24,24
M04,M,raise,invalid,4,201,24,30,30,30
M04,M,raise,valid,0,012,22,38,48,52
M04,M,raise,valid,0,120,22,38,42,45
M04,M,raise,valid,0,201,22,30,35,40
M04,M,raise,valid,1,012,25,35,45,50
M04,M,raise,valid,1,120,25,38,42,45
M04,M,raise,valid,1,201,25,32,38,42
M04,M,raise,valid,2,012,25,38,46,50
M04,M,raise,valid,2,120,25,40,45,50
M04,M,raise,valid,2,201,25,33,40,45
M04,M,raise,valid,3,012,30,42,50,54
M04,M,raise,valid,3,120,30,45,50,55
M04,M,raise,valid,3,201,30,38,42,48
M04,M,raise,valid,4,012,24,38,45,48
M04,M,raise,valid,4,120,24,42,45,48
M04,M,raise,valid,4,201,24,30,34,40
M05,M,lower,invalid,0,012,92,86,78,72
M05,M,lower,invalid,0,120,92,76,68,62
M05,M,lower,invalid,0,201,92,83,74,65
M05,M,lower,invalid,1,012,92,88,78,72
M05,M,lower,invalid,1,120,92,80,68,60
M05,M,lower,invalid,1,201,92,68,58,50
M05,M,lower,invalid,2,012,92,86,78,74
M05,M,lower,invalid,2,120,92,76,68,64
M05,M,lower,invalid,2,201,92,76,68,60
M05,M,lower,invalid,3,012,90,84,75,72
M05,M,lower,invalid,3,120,90,72,58,52
M05,M,lower,invalid,3,201,90,82,74,65
M05,M,lower,invalid,4,012,92,86,78,75
M05,M,lower,invalid,4,120,92,78,62,57
M05,M,lower,invalid,4,201,92,78,70,62
M05,M,lower,valid,0,012,92,84,78,74
M05,M,lower,valid,0,120,92,84,81,78
M05,M,lower,valid,0,201,92,86,82,78
M05,M,lower,valid,1,012,92,84,78,74
M05,M,lower,valid,1,120,92,85,83,80
M05,M,lower,valid,1,201,92,87,83,78
M05,M,lower,valid,2,012,92,85,78,72
M05,M,lower,valid,2,120,92,84,82,78
M05,M,lower,valid,2,201,92,86,82,76
M05,M,lower,valid,3,012,90,82,74,69
M05,M,lower,valid,3,120,90,82,79,75
M05,M,lower,valid,3,201,90,85,82,78
M05,M,lower,valid,4,012,92,84,76,72
M05,M,lower,valid,4,120,92,85,82,78
M05,M,lower,valid,4,201,92,88,84,80
M06,M,lower,invalid,0,012,62,52,35,25
M06,M,lower,invalid,0,120,62,22,10,8
M06,M,lower,invalid,0,201,62,52,50,32
M06,M,lower,invalid,1,012,62,54,30,28
M06,M,lower,invalid,1,120,62,18,8,6
M06,M,lower,invalid,1,201,62,35,33,22
M06,M,lower,invalid,2,012,62,55,25,22
M06,M,lower,invalid,2,120,62,20,8,8
M06,M,lower,invalid,2,201,62,45,45,25
M06,M,lower,invalid,3,012,68,55,25,15
M06,M,lower,invalid,3,120,68,30,10,8
M06,M,lower,invalid,3,201,68,45,40,32
M06,M,lower,invalid,4,012,68,55,25,15
M06,M,lower,invalid,4,120,68,22,15,10
M06,M,lower,invalid,4,201,68,58,50,32
M06,M,lower,valid,0,012,62,48,40,33
M06,M,lower,valid,0,120,62,48,35,28
M06,M,lower,valid,0,201,62,45,35,28
M06,M,lower,valid,1,012,62,49,41,34
M06,M,lower,valid,1,120,62,48,35,28
M06,M,lower,valid,1,201,62,48,40,33
M06,M,lower,valid,2,012,62,48,41,34
M06,M,lower,valid,2,120,62,50,38,30
M06,M,lower,valid,2,201,62,48,40,34
M06,M,lower,valid,3,012,68,55,45,38
M06,M,lower,valid,3,120,68,56,42,35
M06,M,lower,valid,3,201,68,54,48,42
M06,M,lower,valid,4,012,68,54,46,38
M06,M,lower,valid,4,120,68,55,42,35
M06,M,lower,valid,4,201,68,52,45,38
M07,M,lower,invalid,0,012,85,78,82,80
M07,M,lower,invalid,0,120,85,84,78,70
M07,M,lower,invalid,0,201,85,70,68,72
M07,M,lower,invalid,1,012,85,72,45,45
M07,M,lower,invalid,1,120,85,85,80,75
M07,M,lower,invalid,1,201,85,78,70,72
M07,M,lower,invalid,2,012,85,72,70,65
M07,M,lower,invalid,2,120,85,82,80,72
M07,M,lower,invalid,2,201,85,78,74,74
M07,M,lower,invalid,3,012,86,75,35,30
M07,M,lower,invalid,3,120,86,20,80,75
M07,M,lower,invalid,3,201,86,75,70,66
M07,M,lower,invalid,4,012,84,78,78,77
M07,M,lower,invalid,4,120,84,20,20,20
M07,M,lower,invalid,4,201,84,68,60,62
M07,M,lower,valid,0,012,85,78,70,68
M07,M,lower,valid,0,120,85,76,72,68
M07,M,lower,valid,0,201,85,78,72,66
M07,M,lower,valid,1,012,85,78,70,68
M07,M,lower,valid,1,120,85,72,68,62
M07,M,lower,valid,1,201,85,78,72,65
M07,M,lower,valid,2,012,85,78,70,68
M07,M,lower,valid,2,120,85,75,70,65
M07,M,lower,valid,2,201,85,78,72,66
M07,M,lower,valid,3,012,86,79,72,70
M07,M,lower,valid,3,120,86,78,74,69
M07,M,lower,valid,3,201,86,80,74,66
M07,M,lower,valid,4,012,84,78,71,69
M07,M,lower,valid,4,120,84,76,72,68
M07,M,lower,valid,4,201,84,78,72,66
M08,M,lower,invalid,0,012,88,84,78,76
M08,M,lower,invalid,0,120,88,80,72,65
M08,M,lower,invalid,0,201,88,86,85,82
M08,M,lower,invalid,1,012,88,85,78,72
M08,M,lower,invalid,1,120,88,82,76,70
M08,M,lower,invalid,1,201,88,79,77,74
M08,M,lower,invalid,2,012,88,84,80,76
M08,M,lower,invalid,2,120,88,78,72,70
M08,M,lower,invalid,2,201,88,86,84,82
M08,M,lower,invalid,3,012,88,84,80,76
M08,M,lower,invalid,3,120,88,82,78,72
M08,M,lower,invalid,3,201,88,84,82,80
M08,M,lower,invalid,4,012,88,78,72,68
M08,M,lower,invalid,4,120,88,78,72,68
M08,M,lower,invalid,4,201,88,84,82,80
M08,M,lower,valid,0,012,88,78,70,62
M08,M,lower,valid,0,120,88,78,60,52
M08,M,lower,valid,0,201,88,68,60,52
M08,M,lower,valid,1,012,88,78,70,62
M08,M,lower,valid,1,120,88,78,58,52
M08,M,lower,valid,1,201,88,64,52,45
M08,M,lower,valid,2,012,88,78,70,62
M08,M,lower,valid,2,120,88,78,62,54
M08,M,lower,valid,2,201,88,62,55,49
M08,M,lower,valid,3,012,88,79,72,64
M08,M,lower,valid,3,120,88,83,68,60
M08,M,lower,valid,3,201,88,64,54,46
M08,M,lower,valid,4,012,88,78,70,62
M08,M,lower,valid,4,120,88,82,64,57
M08,M,lower,valid,4,201,88,65,55,45
S01,S,lower,invalid,0,012,68,22,35,60
S01,S,lower,invalid,0,120,68,58,60,60
S01,S,lower,invalid,0,201,68,62,60,60
S01,S,lower,invalid,1,012,68,22,42,40
S01,S,lower,invalid,1,120,68,62,62,62
S01,S,lower,invalid,1,201,68,66,60,60
S01,S,lower,invalid,2,012,65,20,20,35
S01,S,lower,invalid,2,120,65,58,62,62
S01,S,lower,invalid,2,201,65,45,50,55
S01,S,lower,invalid,3,012,70,45,45,45
S01,S,lower,invalid,3,120,70,58,60,60
S01,S,lower,invalid,3,201,70,62,58,60
S01,S,lower,invalid,4,012,65,2,2,45
S01,S,lower,invalid,4,120,65,55,60,60
S01,S,lower,invalid,4,201,65,60,60,60
S01,S,lower,valid,0,012,68,52,45,35
S01,S,lower,valid,0,120,68,58,40,28
S01,S,lower,valid,0,201,68,38,28,22
S01,S,lower,valid,1,012,68,54,48,35
S01,S,lower,valid,1,120,68,58,45,35
S01,S,lower,valid,1,201,68,32,22,18
S01,S,lower,valid,2,012,65,45,38,24
S01,S,lower,valid,2,120,65,55,40,30
S01,S,lower,valid,2,201,65,32,22,18
S01,S,lower,valid,3,012,70,48,42,30
S01,S,lower,valid,3,120,70,60,45,35
S01,S,lower,valid,3,201,70,35,25,20
S01,S,lower,valid,4,012,65,48,42,35
S01,S,lower,valid,4,120,65,55,40,30
S01,S,lower,valid,4,201,65,35,25,20
S02,S,lower,invalid,0,012,78,72,72,72
S02,S,lower,invalid,0,120,78,55,50,52
S02,S,lower,invalid,0,201,78,70,70,70
S02,S,lower,invalid,1,012,78,72,70,71
S02,S,lower,invalid,1,120,78,42,47,65
S02,S,lower,invalid,1,201,78,62,60,60
S02,S,lower,invalid,2,012,78,70,68,70
S02,S,lower,invalid,2,120,78,55,45,50
S02,S,lower,invalid,2,201,78,70,70,70
S02,S,lower,invalid,3,012,78,76,76,76
S02,S,lower,invalid,3,120,78,58,60,60
S02,S,lower,invalid,3,201,78,58,55,55
S02,S,lower,invalid,4,012,78,72,70,70
S02,S,lower,invalid,4,120,78,42,55,60
S02,S,lower,invalid,4,201,78,65,55,52
S02,S,lower,valid,0,012,78,70,64,60
S02,S,lower,valid,0,120,78,70,66,62
S02,S,lower,valid,0,201,78,70,62,55
S02,S,lower,valid,1,012,78,70,62,58
S02,S,lower,valid,1,120,78,70,66,62
S02,S,lower,valid,1,201,78,70,62,56
S02,S,lower,valid,2,012,78,68,60,55
S02,S,lower,valid,2,120,78,70,66,60
S02,S,lower,valid,2,201,78,72,65,58
S02,S,lower,valid,3,012,78,70,64,60
S02,S,lower,valid,3,120,78,72,68,62
S02,S,lower,valid,3,201,78,72,66,60
S02,S,lower,valid,4,012,78,70,64,58
S02,S,lower,valid,4,120,78,71,66,60
S02,S,lower,valid,4,201,78,70,64,58
S03,S,raise,invalid,0,012,35,55,60,65
S03,S,raise,invalid,0,120,35,50,58,60
S03,S,raise,invalid,0,201,35,40,55,58
S03,S,raise,invalid,1,012,45,62,65,65
S03,S,raise,invalid,1,120,45,65,65,65
S03,S,raise,invalid,1,201,45,50,55,60
S03,S,raise,invalid,2,012,35,55,60,60
S03,S,raise,invalid,2,120,35,50,55,58
S03,S,raise,invalid,2,201,35,35,40,45
S03,S,raise,invalid,3,012,55,68,70,71
S03,S,raise,invalid,3,120,55,65,66,68
S03,S,raise,invalid,3,201,55,55,55,55
S03,S,raise,invalid,4,012,45,60,65,65
S03,S,raise,invalid,4,120,45,60,65,70
S03,S,raise,invalid,4,201,45,50,60,55
S03,S,raise,valid,0,012,35,45,52,55
S03,S,raise,valid,0,120,35,48,52,55
S03,S,raise,valid,0,201,35,45,50,55
S03,S,raise,valid,1,012,45,58,62,64
S03,S,raise,valid,1,120,45,55,60,62
S03,S,raise,valid,1,201,45,52,58,62
S03,S,raise,valid,2,012,35,48,55,58
S03,S,raise,valid,2,120,35,45,50,55
S03,S,raise,valid,2,201,35,45,50,55
S03,S,raise,valid,3,012,55,65,70,72
S03,S,raise,valid,3,120,55,62,65,65
S03,S,raise,valid,3,201,55,62,66,69
S03,S,raise,valid,4,012,45,58,62,65
S03,S,raise,valid,4,120,45,55,60,62
S03,S,raise,valid,4,201,45,55,60,65
S04,S,lower,invalid,0,012,92,92,92,92
S04,S,lower,invalid,0,120,92,92,92,92
S04,S,lower,invalid,0,201,92,92,92,92
S04,S,lower,invalid,1,012,92,92,20,92
S04,S,lower,invalid,1,120,92,92,92,92
S04,S,lower,invalid,1,201,92,88,92,92
S04,S,lower,invalid,2,012,92,92,92,92
S04,S,lower,invalid,2,120,92,92,92,92
S04,S,lower,invalid,2,201,92,89,89,92
S04,S,lower,invalid,3,012,92,80,40,92
S04,S,lower,invalid,3,120,92,92,92,92
S04,S,lower,invalid,3,201,92,90,92,92
S04,S,lower,invalid,4,012,92,85,92,92
S04,S,lower,invalid,4,120,92,1,92,92
S04,S,lower,invalid,4,201,92,92,92,92
S04,S,lower,valid,0,012,92,90,88,86
S04,S,lower,valid,0,120,92,89,88,87
S04,S,lower,valid,0,201,92,89,87,85
S04,S,lower,valid,1,012,92,90,88,87
S04,S,lower,valid,1,120,92,89,88,87
S04,S,lower,valid,1,201,92,90,88,86
S04,S,lower,valid,2,012,92,90,88,87
S04,S,lower,valid,2,120,92,89,87,86
S04,S,lower,valid,2,201,92,89,87,85
S04,S,lower,valid,3,012,92,89,86,84
S04,S,lower,valid,3,120,92,88,86,85
S04,S,lower,valid,3,201,92,89,87,85
S04,S,lower,valid,4,012,92,90,88,87
S04,S,lower,valid,4,120,92,88,86,85
S04,S,lower,valid,4,201,92,89,87,85
S05,S,lower,invalid,0,012,45,20,18,15
S05,S,lower,invalid,0,120,45,35,30,25
S05,S,lower,invalid,0,201,45,25,35,35
S05,S,lower,invalid,1,012,45,20,15,12
S05,S,lower,invalid,1,120,45,35,35,35
S05,S,lower,invalid,1,201,45,30,30,30
S05,S,lower,invalid,2,012,55,25,22,18
S05,S,lower,invalid,2,120,55,45,40,40
S05,S,lower,invalid,2,201,55,35,20,45
S05,S,lower,invalid,3,012,55,25,25,25
S05,S,lower,invalid,3,120,55,45,42,40
S05,S,lower,invalid,3,201,55,40,25,20
S05,S,lower,invalid,4,012,45,25,22,20
S05,S,lower,invalid,4,120,45,30,30,30
S05,S,lower,invalid,4,201,45,30,20,20
S05,S,lower,valid,0,012,45,35,28,25
S05,S,lower,valid,0,120,45,35,30,25
S05,S,lower,valid,0,201,45,38,32,30
S05,S,lower,valid,1,012,45,35,28,24
S05,S,lower,valid,1,120,45,35,30,25
S05,S,lower,valid,1,201,45,38,32,28
S05,S,lower,valid,2,012,55,45,38,32
S05,S,lower,valid,2,120,55,45,40,35
S05,S,lower,valid,2,201,55,45,40,38
S05,S,lower,valid,3,012,55,42,35,32
S05,S,lower,valid,3,120,55,45,40,35
S05,S,lower,valid,3,201,55,45,40,35
S05,S,lower,valid,4,012,45,35,30,28
S05,S,lower,valid,4,120,45,35,30,28
S05,S,lower,valid,4,201,45,38,34,32
S06,S,lower,invalid,0,012,88,84,76,72
S06,S,lower,invalid,0,120,88,78,72,74
S06,S,lower,invalid,0,201,88,62,62,62
S06,S,lower,invalid,1,012,88,74,62,58
S06,S,lower,invalid,1,120,88,78,72,74
S06,S,lower,invalid,1,201,88,52,52,50
S06,S,lower,invalid,2,012,88,87,75,75
S06,S,lower,invalid,2,120,88,78,72,72
S06,S,lower,invalid,2,201,88,55,72,85
S06,S,lower,invalid,3,012,88,84,76,76
S06,S,lower,invalid,3,120,88,76,68,70
S06,S,lower,invalid,3,201,88,65,62,58
S06,S,lower,invalid,4,012,88,82,72,74
S06,S,lower,invalid,4,120,88,76,72,72
S06,S,lower,invalid,4,201,88,88,88,86
S06,S,lower,valid,0,012,88,82,77,74
S06,S,lower,valid,0,120,88,80,74,68
S06,S,lower,valid,0,201,88,83,79,74
S06,S,lower,valid,1,012,88,82,76,72
S06,S,lower,valid,1,120,88,80,75,70
S06,S,lower,valid,1,201,88,84,81,77
S06,S,lower,valid,2,012,88,82,77,74
