shape_id,shape_label,bt_rating,true_shift,pinned_overlay_shift
calibrated_ideal,calibrated (ideal),-0.716666666667,0,0
calibrated_ideal,calibrated (ideal),-0.7,0,0
calibrated_ideal,calibrated (ideal),-0.683333333333,0,0
calibrated_ideal,calibrated (ideal),-0.666666666667,0,0
calibrated_ideal,calibrated (ideal),-0.65,0,0
calibrated_ideal,calibrated (ideal),-0.633333333333,0,0
calibrated_ideal,calibrated (ideal),-0.616666666667,0,0
calibrated_ideal,calibrated (ideal),-0.6,0,0
calibrated_ideal,calibrated (ideal),-0.583333333333,0,0
calibrated_ideal,calibrated (ideal),-0.566666666667,0,0
calibrated_ideal,calibrated (ideal),-0.55,0,0
calibrated_ideal,calibrated (ideal),-0.533333333333,0,0
calibrated_ideal,calibrated (ideal),-0.516666666667,0,0
calibrated_ideal,calibrated (ideal),-0.5,0,0
calibrated_ideal,calibrated (ideal),-0.483333333333,0,0
calibrated_ideal,calibrated (ideal),-0.466666666667,0,0
calibrated_ideal,calibrated (ideal),-0.45,0,0
calibrated_ideal,calibrated (ideal),-0.433333333333,0,0
calibrated_ideal,calibrated (ideal),-0.416666666667,0,0
calibrated_ideal,calibrated (ideal),-0.4,0,0
calibrated_ideal,calibrated (ideal),-0.383333333333,0,0
calibrated_ideal,calibrated (ideal),-0.366666666667,0,0
calibrated_ideal,calibrated (ideal),-0.35,0,0
calibrated_ideal,calibrated (ideal),-0.333333333333,0,0
calibrated_ideal,calibrated (ideal),-0.316666666667,0,0
calibrated_ideal,calibrated (ideal),-0.3,0,0
calibrated_ideal,calibrated (ideal),-0.283333333333,0,0
calibrated_ideal,calibrated (ideal),-0.266666666667,0,0
calibrated_ideal,calibrated (ideal),-0.25,0,0
calibrated_ideal,calibrated (ideal),-0.233333333333,0,0
calibrated_ideal,calibrated (ideal),-0.216666666667,0,0
calibrated_ideal,calibrated (ideal),-0.2,0,0
calibrated_ideal,calibrated (ideal),-0.183333333333,0,0
calibrated_ideal,calibrated (ideal),-0.166666666667,0,0
calibrated_ideal,calibrated (ideal),-0.15,0,0
calibrated_ideal,calibrated (ideal),-0.133333333333,0,0
calibrated_ideal,calibrated (ideal),-0.116666666667,0,0
calibrated_ideal,calibrated (ideal),-0.1,0,0
calibrated_ideal,calibrated (ideal),-0.0833333333333,0,0
calibrated_ideal,calibrated (ideal),-0.0666666666667,0,0
calibrated_ideal,calibrated (ideal),-0.05,0,0
calibrated_ideal,calibrated (ideal),-0.0333333333333,0,0
calibrated_ideal,calibrated (ideal),-0.0166666666667,0,0
calibrated_ideal,calibrated (ideal),0,0,0
calibrated_ideal,calibrated (ideal),0.0166666666667,0.0410839012368,0.0417798045153
calibrated_ideal,calibrated (ideal),0.0333333333333,0.0836538159395,0.0847708808575
calibrated_ideal,calibrated (ideal),0.05,0.127719780464,0.128970605255
calibrated_ideal,calibrated (ideal),0.0666666666667,0.173287579571,0.17437309991
calibrated_ideal,calibrated (ideal),0.0833333333333,0.220358415869,0.220969076313
calibrated_ideal,calibrated (ideal),0.1,0.268928591081,0.268745691496
calibrated_ideal,calibrated (ideal),0.116666666667,0.318989204097,0.317686419594
calibrated_ideal,calibrated (ideal),0.133333333333,0.370525871077,0.367770941083
calibrated_ideal,calibrated (ideal),0.15,0.423518472996,0.418975052034
calibrated_ideal,calibrated (ideal),0.166666666667,0.477940936149,0.471270595645
calibrated_ideal,calibrated (ideal),0.183333333333,0.533761051088,0.524625418183
calibrated_ideal,calibrated (ideal),0.2,0.590940335323,0.579003351301
calibrated_ideal,calibrated (ideal),0.216666666667,0.64943394484,0.634364222458
calibrated_ideal,calibrated (ideal),0.233333333333,0.70919063906,0.690663894944
calibrated_ideal,calibrated (ideal),0.25,0.770152803319,0.747854338642
calibrated_ideal,calibrated (ideal),0.266666666667,0.832256532233,0.805883732363
calibrated_ideal,calibrated (ideal),0.283333333333,0.895431776476,0.864696598144
calibrated_ideal,calibrated (ideal),0.3,0.959602554557,0.924233967525
calibrated_ideal,calibrated (ideal),0.316666666667,1.02468723009,0.984433579338
calibrated_ideal,calibrated (ideal),0.333333333333,1.09059885393,1.0452301081
calibrated_ideal,calibrated (ideal),0.35,1.15724556936,1.10655542162
calibrated_ideal,calibrated (ideal),0.366666666667,1.22453107723,1.16833886598
calibrated_ideal,calibrated (ideal),0.383333333333,1.29235515675,1.23050757565
calibrated_ideal,calibrated (ideal),0.4,1.36061423668,1.29298680588
calibrated_ideal,calibrated (ideal),0.416666666667,1.42920201005,1.3557002845
calibrated_ideal,calibrated (ideal),0.433333333333,1.49801008533,1.41857057948
calibrated_ideal,calibrated (ideal),0.45,1.56692866537,1.48151947871
calibrated_ideal,calibrated (ideal),0.466666666667,1.6358472454,1.54446837793
calibrated_ideal,calibrated (ideal),0.483333333333,1.70465532068,1.60733867292
calibrated_ideal,calibrated (ideal),0.5,1.77324309406,1.67005215153
calibrated_ideal,calibrated (ideal),0.516666666667,1.84150217398,1.73253138177
calibrated_ideal,calibrated (ideal),0.533333333333,1.90932625351,1.79470009143
calibrated_ideal,calibrated (ideal),0.55,1.97661176137,1.8564835358
calibrated_ideal,calibrated (ideal),0.566666666667,2.0432584768,1.91780884932
calibrated_ideal,calibrated (ideal),0.583333333333,2.10917010065,1.97860537808
calibrated_ideal,calibrated (ideal),0.6,2.17425477618,2.03880498989
calibrated_ideal,calibrated (ideal),0.616666666667,2.23842555426,2.09834235927
calibrated_ideal,calibrated (ideal),0.633333333333,2.3016007985,2.15715522505
calibrated_ideal,calibrated (ideal),0.65,2.36370452742,2.21518461877
calibrated_ideal,calibrated (ideal),0.666666666667,2.42466669168,2.27237506247
calibrated_ideal,calibrated (ideal),0.683333333333,2.4844233859,2.32867473496
calibrated_ideal,calibrated (ideal),0.7,2.54291699541,2.38403560612
calibrated_ideal,calibrated (ideal),0.716666666667,2.60009627965,2.43841353923
calibrated_ideal,calibrated (ideal),0.733333333333,2.65591639459,2.49176836177
calibrated_ideal,calibrated (ideal),0.75,2.71033885774,2.54406390538
calibrated_ideal,calibrated (ideal),0.766666666667,2.76333145966,2.59526801633
calibrated_ideal,calibrated (ideal),0.783333333333,2.81486812664,2.64535253782
calibrated_ideal,calibrated (ideal),0.8,2.86492873966,2.69429326592
calibrated_ideal,calibrated (ideal),0.816666666667,2.91349891487,2.7420698811
calibrated_ideal,calibrated (ideal),0.833333333333,2.96056975117,2.78866585751
calibrated_ideal,calibrated (ideal),0.85,3.00613755027,2.83406835216
calibrated_ideal,calibrated (ideal),0.866666666667,3.0502035148,2.87826807656
calibrated_ideal,calibrated (ideal),0.883333333333,3.0927734295,2.9212591529
calibrated_ideal,calibrated (ideal),0.9,3.13385733074,2.96303895742
calibrated_ideal,calibrated (ideal),0.916666666667,3.17346916874,3.00360795307
calibrated_ideal,calibrated (ideal),0.933333333333,3.211626467,3.04296951395
calibrated_ideal,calibrated (ideal),0.95,3.24834998266,3.08112974341
calibrated_ideal,calibrated (ideal),0.966666666667,3.28366337132,3.11809728817
calibrated_ideal,calibrated (ideal),0.983333333333,3.3175928593,3.15388315005
calibrated_ideal,calibrated (ideal),1,3.35016692585,3.18850049737
calibrated_ideal,calibrated (ideal),1.01666666667,3.38141599763,3.22196447734
calibrated_ideal,calibrated (ideal),1.03333333333,3.41137215696,3.25429203105
calibrated_ideal,calibrated (ideal),1.05,3.44006886538,3.28550171225
calibrated_ideal,calibrated (ideal),1.06666666667,3.46754070349,3.31561351102
calibrated_ideal,calibrated (ideal),1.08333333333,3.49382312768,3.34464868332
calibrated_ideal,calibrated (ideal),1.1,3.51895224419,3.37262958709
calibrated_ideal,calibrated (ideal),1.11666666667,3.54296460066,3.39957952561
calibrated_ideal,calibrated (ideal),1.13333333333,3.56589699503,3.42552259868
calibrated_ideal,calibrated (ideal),1.15,3.58778630156,3.45048356177
calibrated_ideal,calibrated (ideal),1.16666666667,3.60866931348,3.47448769362
calibrated_ideal,calibrated (ideal),1.18333333333,3.62858260174,3.49756067233
calibrated_ideal,calibrated (ideal),1.2,3.6475623892,3.51972845987
calibrated_ideal,calibrated (ideal),1.21666666667,3.66564443946,3.54101719528
calibrated_ideal,calibrated (ideal),1.23333333333,3.68286395957,3.56145309608
calibrated_ideal,calibrated (ideal),1.25,3.69925551571,3.58106236795
calibrated_ideal,calibrated (ideal),1.26666666667,3.71485296105,3.59987112248
calibrated_ideal,calibrated (ideal),1.28333333333,3.7296893749,3.61790530247
calibrated_ideal,calibrated (ideal),1.3,3.74379701214,3.63519061478
calibrated_ideal,calibrated (ideal),1.31666666667,3.75720726231,3.65175247018
calibrated_ideal,calibrated (ideal),1.33333333333,3.76995061733,3.66761592995
calibrated_ideal,calibrated (ideal),1.35,3.78205664713,3.68280565882
calibrated_ideal,calibrated (ideal),1.36666666667,3.79355398242,3.69734588389
calibrated_ideal,calibrated (ideal),1.38333333333,3.80447030385,3.7112603592
calibrated_ideal,calibrated (ideal),1.4,3.81483233687,3.72457233543
calibrated_ideal,calibrated (ideal),1.41666666667,3.82466585165,3.73730453454
calibrated_ideal,calibrated (ideal),1.43333333333,3.83399566752,3.74947912889
calibrated_ideal,calibrated (ideal),1.45,3.84284566121,3.76111772439
calibrated_ideal,calibrated (ideal),1.46666666667,3.85123877854,3.77224134762
calibrated_ideal,calibrated (ideal),1.48333333333,3.85919704903,3.78287043621
calibrated_ideal,calibrated (ideal),1.5,3.86674160295,3.79302483251
sycophant_floor,sycophant: floor>0,-2.5,1.55,0
sycophant_floor,sycophant: floor>0,-2.48333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.46666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.45,1.55,0
sycophant_floor,sycophant: floor>0,-2.43333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.41666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.4,1.55,0
sycophant_floor,sycophant: floor>0,-2.38333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.36666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.35,1.55,0
sycophant_floor,sycophant: floor>0,-2.33333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.31666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.3,1.55,0
sycophant_floor,sycophant: floor>0,-2.28333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.26666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.25,1.55,0
sycophant_floor,sycophant: floor>0,-2.23333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.21666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.2,1.55,0
sycophant_floor,sycophant: floor>0,-2.18333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.16666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.15,1.55,0
sycophant_floor,sycophant: floor>0,-2.13333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.11666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.1,1.55,0
sycophant_floor,sycophant: floor>0,-2.08333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.06666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2.05,1.55,0
sycophant_floor,sycophant: floor>0,-2.03333333333,1.55,0
sycophant_floor,sycophant: floor>0,-2.01666666667,1.55,0
sycophant_floor,sycophant: floor>0,-2,1.55,0
sycophant_floor,sycophant: floor>0,-1.98333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.96666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.95,1.55,0
sycophant_floor,sycophant: floor>0,-1.93333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.91666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.9,1.55,0
sycophant_floor,sycophant: floor>0,-1.88333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.86666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.85,1.55,0
sycophant_floor,sycophant: floor>0,-1.83333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.81666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.8,1.55,0
sycophant_floor,sycophant: floor>0,-1.78333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.76666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.75,1.55,0
sycophant_floor,sycophant: floor>0,-1.73333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.71666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.7,1.55,0
sycophant_floor,sycophant: floor>0,-1.68333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.66666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.65,1.55,0
sycophant_floor,sycophant: floor>0,-1.63333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.61666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.6,1.55,0
sycophant_floor,sycophant: floor>0,-1.58333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.56666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.55,1.55,0
sycophant_floor,sycophant: floor>0,-1.53333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.51666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.5,1.55,0
sycophant_floor,sycophant: floor>0,-1.48333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.46666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.45,1.55,0
sycophant_floor,sycophant: floor>0,-1.43333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.41666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.4,1.55,0
sycophant_floor,sycophant: floor>0,-1.38333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.36666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.35,1.55,0
sycophant_floor,sycophant: floor>0,-1.33333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.31666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.3,1.55,0
sycophant_floor,sycophant: floor>0,-1.28333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.26666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.25,1.55,0
sycophant_floor,sycophant: floor>0,-1.23333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.21666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.2,1.55,0
sycophant_floor,sycophant: floor>0,-1.18333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.16666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.15,1.55,0
sycophant_floor,sycophant: floor>0,-1.13333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.11666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.1,1.55,0
sycophant_floor,sycophant: floor>0,-1.08333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.06666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1.05,1.55,0
sycophant_floor,sycophant: floor>0,-1.03333333333,1.55,0
sycophant_floor,sycophant: floor>0,-1.01666666667,1.55,0
sycophant_floor,sycophant: floor>0,-1,1.55,0
sycophant_floor,sycophant: floor>0,-0.983333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.966666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.95,1.55,0
sycophant_floor,sycophant: floor>0,-0.933333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.916666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.9,1.55,0
sycophant_floor,sycophant: floor>0,-0.883333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.866666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.85,1.55,0
sycophant_floor,sycophant: floor>0,-0.833333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.816666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.8,1.55,0
sycophant_floor,sycophant: floor>0,-0.783333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.766666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.75,1.55,0
sycophant_floor,sycophant: floor>0,-0.733333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.716666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.7,1.55,0
sycophant_floor,sycophant: floor>0,-0.683333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.666666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.65,1.55,0
sycophant_floor,sycophant: floor>0,-0.633333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.616666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.6,1.55,0
sycophant_floor,sycophant: floor>0,-0.583333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.566666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.55,1.55,0
sycophant_floor,sycophant: floor>0,-0.533333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.516666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.5,1.55,0
sycophant_floor,sycophant: floor>0,-0.483333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.466666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.45,1.55,0
sycophant_floor,sycophant: floor>0,-0.433333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.416666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.4,1.55,0
sycophant_floor,sycophant: floor>0,-0.383333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.366666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.35,1.55,0
sycophant_floor,sycophant: floor>0,-0.333333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.316666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.3,1.55,0
sycophant_floor,sycophant: floor>0,-0.283333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.266666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.25,1.55,0
sycophant_floor,sycophant: floor>0,-0.233333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.216666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.2,1.55,0
sycophant_floor,sycophant: floor>0,-0.183333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.166666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.15,1.55,0
sycophant_floor,sycophant: floor>0,-0.133333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.116666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.1,1.55,0
sycophant_floor,sycophant: floor>0,-0.0833333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.0666666666667,1.55,0
sycophant_floor,sycophant: floor>0,-0.05,1.55,0
sycophant_floor,sycophant: floor>0,-0.0333333333333,1.55,0
sycophant_floor,sycophant: floor>0,-0.0166666666667,1.55,0
sycophant_floor,sycophant: floor>0,0,1.55,0
sycophant_floor,sycophant: floor>0,0.0166666666667,1.59672612539,0.0262690222719
sycophant_floor,sycophant: floor>0,0.0333333333333,1.64405756869,0.0525485485644
sycophant_floor,sycophant: floor>0,0.05,1.6919737451,0.0788372704692
sycophant_floor,sycophant: floor>0,0.0666666666667,1.74045276278,0.105133877742
sycophant_floor,sycophant: floor>0,0.0833333333333,1.78947144749,0.131437058564
sycophant_floor,sycophant: floor>0,0.1,1.83900537308,0.157745499803
sycophant_floor,sycophant: floor>0,0.116666666667,1.88902889772,0.184057887276
sycophant_floor,sycophant: floor>0,0.133333333333,1.93951520595,0.210372906009
sycophant_floor,sycophant: floor>0,0.15,1.9904363564,0.236689240504
sycophant_floor,sycophant: floor>0,0.166666666667,2.0417633351,0.263005574999
sycophant_floor,sycophant: floor>0,0.183333333333,2.09346611427,0.289320593732
sycophant_floor,sycophant: floor>0,0.2,2.14551371627,0.315632981205
sycophant_floor,sycophant: floor>0,0.216666666667,2.19787428259,0.341941422444
sycophant_floor,sycophant: floor>0,0.233333333333,2.2505151475,0.368244603266
sycophant_floor,sycophant: floor>0,0.25,2.30340291604,0.394541210539
sycophant_floor,sycophant: floor>0,0.266666666667,2.35650354606,0.420829932444
sycophant_floor,sycophant: floor>0,0.283333333333,2.40978243374,0.447109458736
sycophant_floor,sycophant: floor>0,0.3,2.46320450229,0.473378481008
sycophant_floor,sycophant: floor>0,0.316666666667,2.51673429328,0.499635692947
sycophant_floor,sycophant: floor>0,0.333333333333,2.57033606016,0.525879790594
sycophant_floor,sycophant: floor>0,0.35,2.62397386338,0.552109472605
sycophant_floor,sycophant: floor>0,0.366666666667,2.6776116666,0.578323440505
sycophant_floor,sycophant: floor>0,0.383333333333,2.73121343348,0.604520398944
sycophant_floor,sycophant: floor>0,0.4,2.78474322447,0.630699055952
sycophant_floor,sycophant: floor>0,0.416666666667,2.83816529301,0.656858123195
sycophant_floor,sycophant: floor>0,0.433333333333,2.89144418069,0.68299631622
sycophant_floor,sycophant: floor>0,0.45,2.94454481071,0.709112354712
sycophant_floor,sycophant: floor>0,0.466666666667,2.99743257926,0.735204962737
sycophant_floor,sycophant: floor>0,0.483333333333,3.05007344416,0.761272868991
sycophant_floor,sycophant: floor>0,0.5,3.10243401048,0.787314807043
sycophant_floor,sycophant: floor>0,0.516666666667,3.15448161248,0.813329515578
sycophant_floor,sycophant: floor>0,0.533333333333,3.20618439165,0.839315738637
sycophant_floor,sycophant: floor>0,0.55,3.25751137036,0.865272225858
sycophant_floor,sycophant: floor>0,0.566666666667,3.3084325208,0.891197732704
sycophant_floor,sycophant: floor>0,0.583333333333,3.35891882903,0.917091020706
sycophant_floor,sycophant: floor>0,0.6,3.40894235368,0.942950857685
sycophant_floor,sycophant: floor>0,0.616666666667,3.45847627926,0.968776017987
sycophant_floor,sycophant: floor>0,0.633333333333,3.50749496397,0.994565282705
