artefact_id,direction,validity,idx,bt_rating,raw_bt_abs_weight
L04,raise,valid,0,0.8211860748683708,0.8211860748683708
M06,lower,valid,2,0.8186373316100953,0.8186373316100953
L03,lower,valid,2,0.803208553139434,0.803208553139434
M04,raise,valid,2,0.7716382028976769,0.7716382028976769
S06,lower,valid,0,0.749772124428369,0.749772124428369
S01,raise,valid,2,0.7314525357851626,0.7314525357851626
M03,raise,valid,1,0.7238584358332482,0.7238584358332482
M06,raise,valid,0,0.6969046781502106,0.6969046781502106
S02,lower,valid,1,0.6923262684510154,0.6923262684510154
S07,raise,valid,1,0.6811497629663481,0.6811497629663481
L08,raise,valid,2,0.6784983579150567,0.6784983579150567
S02,lower,valid,2,0.6761479249465593,0.6761479249465593
M08,raise,valid,1,0.6668446490476106,0.6668446490476106
M05,raise,valid,0,0.6589972229177722,0.6589972229177722
L08,raise,valid,1,0.6550092899527733,0.6550092899527733
L03,lower,valid,1,0.6480076708096758,0.6480076708096758
M01,lower,valid,1,0.6427763879944125,0.6427763879944125
L01,lower,valid,1,0.6385571470415725,0.6385571470415725
L07,lower,valid,1,0.6198225246074065,0.6198225246074065
L07,lower,valid,2,0.6013807252325069,0.6013807252325069
L02,lower,valid,2,0.5994479048813766,0.5994479048813766
M03,lower,valid,2,0.5784484465258711,0.5784484465258711
M06,raise,valid,2,0.5729815244287202,0.5729815244287202
L04,raise,valid,2,0.5712032693497314,0.5712032693497314
S03,raise,valid,2,0.5676872517339233,0.5676872517339233
L01,lower,valid,2,0.5649508706841176,0.5649508706841176
L02,raise,valid,2,0.5436832705835564,0.5436832705835564
M05,lower,valid,0,0.5392192854791379,0.5392192854791379
M01,lower,valid,0,0.5344694223103141,0.5344694223103141
M08,lower,valid,0,0.5082803181385547,0.5082803181385547
S03,raise,valid,1,0.5061116189994053,0.5061116189994053
M08,raise,valid,0,0.4987294097815462,0.4987294097815462
M05,lower,valid,2,0.498579532272063,0.498579532272063
S05,raise,valid,0,0.4917634562914478,0.4917634562914478
S08,lower,valid,0,0.4844827452046152,0.4844827452046152
M08,lower,valid,2,0.4818753112081287,0.4818753112081287
S07,raise,valid,2,0.4503117533155452,0.4503117533155452
M06,raise,valid,1,0.4192137865143286,0.4192137865143286
S04,lower,valid,0,0.3994766913246007,0.3994766913246007
L02,raise,valid,1,0.3929446065105468,0.3929446065105468
M04,raise,valid,1,0.3866767764137231,0.3866767764137231
S08,lower,valid,1,0.3108930531243963,0.3108930531243963
S08,lower,valid,2,0.2769332189758467,0.2769332189758467
S05,raise,valid,1,0.2643511804799749,0.2643511804799749
L08,raise,valid,0,0.2596045363013545,0.2596045363013545
L02,lower,invalid,0,0.2579388753218067,0.2579388753218067
M04,lower,invalid,2,0.2485995830144927,0.2485995830144927
S07,raise,valid,0,0.2473392400717466,0.2473392400717466
S04,raise,invalid,1,0.2309748482373321,0.2309748482373321
S08,raise,invalid,1,0.2269244557611838,0.2269244557611838
S01,raise,valid,1,0.2268283950192573,0.2268283950192573
M03,lower,valid,1,0.2227586747578915,0.2227586747578915
S01,raise,valid,0,0.2118113048502057,0.2118113048502057
L02,raise,valid,0,0.2107159124426811,0.2107159124426811
L04,lower,invalid,2,0.1793149208003144,0.1793149208003144
M02,lower,invalid,0,0.1701226326265954,0.1701226326265954
M06,lower,invalid,2,0.1627385556753256,0.1627385556753256
L08,lower,invalid,1,0.1481191270064324,0.1481191270064324
M01,raise,invalid,0,0.1387333066395108,0.1387333066395108
L07,raise,invalid,1,0.1311140160126732,0.1311140160126732
L07,lower,valid,0,0.1171958414737508,0.1171958414737508
M05,lower,valid,1,0.1072985860889655,0.1072985860889655
M05,raise,invalid,1,0.1030754675949637,0.1030754675949637
S03,raise,valid,0,0.1026738633758944,0.1026738633758944
M03,raise,invalid,2,0.0973758113054049,0.0973758113054049
M04,lower,invalid,0,0.085754785209773,0.085754785209773
L07,raise,invalid,0,0.067161867464657,0.067161867464657
S04,raise,invalid,2,0.0639399997105453,0.0639399997105453
M02,lower,invalid,2,0.0408508485974619,0.0408508485974619
M05,lower,invalid,1,0.0370787437246786,0.0370787437246786
L01,lower,invalid,2,0.0219858179806936,0.0219858179806936
M03,raise,invalid,0,0.0089629596686581,0.0089629596686581
M02,raise,valid,1,0.0032210283550851,0.0032210283550851
S03,raise,invalid,1,-0.0076859563198002,0.0076859563198002
S05,raise,valid,2,-0.0384749563133782,0.0384749563133782
L08,raise,invalid,0,-0.0431676956068433,0.0431676956068433
M06,lower,invalid,0,-0.049358474665239,0.049358474665239
L07,lower,invalid,1,-0.0549244384310552,0.0549244384310552
S04,lower,valid,1,-0.0780407455077621,0.0780407455077621
S03,lower,invalid,1,-0.0953001111342389,0.0953001111342389
M07,raise,invalid,1,-0.095733907637137,0.095733907637137
L07,raise,invalid,2,-0.1050975177972111,0.1050975177972111
S01,lower,valid,1,-0.1051802428011026,0.1051802428011026
L08,raise,invalid,1,-0.1124540915297135,0.1124540915297135
M07,lower,invalid,0,-0.1336688565908278,0.1336688565908278
M02,raise,valid,0,-0.149311759489544,0.149311759489544
M04,raise,valid,0,-0.1515163802134277,0.1515163802134277
L04,lower,invalid,1,-0.1695742104481127,0.1695742104481127
M05,lower,invalid,2,-0.1715495041697555,0.1715495041697555
S06,raise,invalid,1,-0.1968851620759873,0.1968851620759873
M05,raise,invalid,2,-0.2031612480681678,0.2031612480681678
S08,raise,invalid,2,-0.2058996829223557,0.2058996829223557
L04,lower,invalid,0,-0.2072257601222548,0.2072257601222548
S05,lower,invalid,1,-0.2367526267538447,0.2367526267538447
S06,lower,invalid,2,-0.2548778063858213,0.2548778063858213
M08,raise,invalid,0,-0.2647788549120193,0.2647788549120193
S01,lower,invalid,0,-0.2931609831831234,0.2931609831831234
S06,lower,invalid,1,-0.2992819367345536,0.2992819367345536
M06,lower,invalid,1,-0.3156602732178821,0.3156602732178821
S01,lower,valid,2,-0.3513450040908551,0.3513450040908551
M05,raise,invalid,0,-0.3723124237851491,0.3723124237851491
S01,lower,invalid,1,-0.3947609088214595,0.3947609088214595
L01,raise,invalid,0,-0.408065459123432,0.408065459123432
L01,lower,invalid,0,-0.452622800761353,0.452622800761353
S03,lower,invalid,2,-0.4667565118017837,0.4667565118017837
L02,raise,invalid,0,-0.5105778198463006,0.5105778198463006
S07,lower,invalid,1,-0.5115080046478921,0.5115080046478921
M03,lower,invalid,1,-0.512594955064459,0.512594955064459
M01,lower,invalid,2,-0.5159081947404756,0.5159081947404756
L01,lower,invalid,1,-0.5161613548560127,0.5161613548560127
M01,lower,invalid,0,-0.5335023362691887,0.5335023362691887
M03,lower,invalid,0,-0.5388037604717504,0.5388037604717504
M06,raise,invalid,1,-0.5444651510012696,0.5444651510012696
M08,lower,invalid,2,-0.5471337696135294,0.5471337696135294
L03,raise,invalid,2,-0.5830999381758528,0.5830999381758528
M04,lower,invalid,1,-0.6201205176838405,0.6201205176838405
S06,raise,invalid,0,-0.6223036926442036,0.6223036926442036
S07,lower,invalid,2,-0.6527049206824103,0.6527049206824103
L03,raise,invalid,0,-0.6912512646211182,0.6912512646211182
L04,raise,invalid,1,-0.7185725527083853,0.7185725527083853
M08,lower,invalid,1,-0.7243464813168969,0.7243464813168969
S02,raise,invalid,2,-0.731502877500614,0.731502877500614
M08,lower,invalid,0,-0.752157692527565,0.752157692527565
S07,raise,invalid,1,-0.7554783100556237,0.7554783100556237
L03,lower,invalid,1,-0.787184007819113,0.787184007819113
M07,raise,invalid,2,-0.7908006587762966,0.7908006587762966
S03,raise,invalid,2,-0.7972483783078643,0.7972483783078643
S05,lower,invalid,2,-0.805786857754228,0.805786857754228
M02,lower,invalid,1,-0.8069858575560298,0.8069858575560298
S06,raise,invalid,2,-0.8197875656752289,0.8197875656752289
L02,raise,invalid,1,-0.8210403242955426,0.8210403242955426
S07,raise,invalid,2,-0.8317021695392095,0.8317021695392095
L02,lower,invalid,2,-0.8490118135355957,0.8490118135355957
L03,raise,invalid,1,-0.8564904729654994,0.8564904729654994
L08,lower,invalid,2,-0.8997369463116094,0.8997369463116094
M06,raise,invalid,0,-0.9015784014241464,0.9015784014241464
L08,raise,invalid,2,-0.9042421916453488,0.9042421916453488
S01,lower,invalid,2,-0.9273964965592892,0.9273964965592892
M07,raise,invalid,0,-0.9341795356994572,0.9341795356994572
M03,lower,invalid,2,-0.9350426930795072,0.9350426930795072
M01,raise,invalid,2,-0.9680729043531962,0.9680729043531962
M02,raise,invalid,0,-0.972207492061977,0.972207492061977
S02,raise,invalid,1,-1.01056501268966,1.01056501268966
M08,raise,invalid,1,-1.0132744396193925,1.0132744396193925
M04,raise,invalid,2,-1.023091523653556,1.023091523653556
S01,raise,invalid,0,-1.038328787256526,1.038328787256526
S05,lower,invalid,0,-1.042533358194016,1.042533358194016
L02,raise,invalid,2,-1.0657080799987595,1.0657080799987595
L08,lower,invalid,0,-1.079887411984099,1.079887411984099
M06,raise,invalid,2,-1.11438047457783,1.11438047457783
M01,lower,invalid,1,-1.1523979331067382,1.1523979331067382
L02,lower,invalid,1,-1.2236481573652631,1.2236481573652631
L01,raise,invalid,1,-1.2550036662787316,1.2550036662787316
S04,raise,invalid,0,-1.262952571392567,1.262952571392567
M04,raise,invalid,0,-1.2915670342314116,1.2915670342314116
S03,lower,invalid,0,-1.305538438302903,1.305538438302903
L07,lower,invalid,2,-1.3141572009803015,1.3141572009803015
S03,raise,invalid,0,-1.345321742589533,1.345321742589533
L04,raise,invalid,2,-1.352687076218304,1.352687076218304
M07,lower,invalid,2,-1.3632786960818413,1.3632786960818413
S08,lower,invalid,2,-1.3818860956986492,1.3818860956986492
L01,raise,invalid,2,-1.3852580859684247,1.3852580859684247
M07,lower,invalid,1,-1.3865301431655517,1.3865301431655517
S08,raise,invalid,0,-1.4109418853974751,1.4109418853974751
S04,lower,invalid,2,-1.4347582728931525,1.4347582728931525
S05,raise,invalid,2,-1.441286498317794,1.441286498317794
L04,raise,invalid,0,-1.447250929388184,1.447250929388184
S07,raise,invalid,0,-1.448003246326898,1.448003246326898
S04,lower,invalid,0,-1.4983086132699663,1.4983086132699663
S05,raise,invalid,1,-1.5059011383245169,1.5059011383245169
M08,raise,invalid,2,-1.5114583051350745,1.5114583051350745
S07,lower,invalid,0,-1.5127133250959943,1.5127133250959943
L07,lower,invalid,0,-1.535117426148567,1.535117426148567
S06,lower,invalid,0,-1.5470782363165232,1.5470782363165232
S02,lower,invalid,0,-1.555736867189764,1.555736867189764
S04,lower,invalid,1,-1.5593759632808255,1.5593759632808255
S01,raise,invalid,2,-1.6182801257317818,1.6182801257317818
S02,lower,invalid,1,-1.636377630613103,1.636377630613103
M02,raise,invalid,2,-1.6852543226956271,1.6852543226956271
S02,raise,invalid,0,-1.7175935634666617,1.7175935634666617
L03,lower,invalid,0,-1.773831523397765,1.773831523397765
M05,lower,invalid,0,-1.8192897492582136,1.8192897492582136
S02,lower,invalid,2,-1.8369537033136156,1.8369537033136156
S08,lower,invalid,1,-1.869406665964258,1.869406665964258
S05,raise,invalid,0,-1.8773464025608495,1.8773464025608495
M03,raise,invalid,1,-1.9488632150679528,1.9488632150679528
L03,lower,invalid,2,-1.980641407206789,1.980641407206789
M02,raise,invalid,1,-1.985919930926399,1.985919930926399
M01,raise,invalid,1,-2.0054380818499737,2.0054380818499737
S08,lower,invalid,0,-2.2877656045276806,2.2877656045276806
M04,raise,invalid,1,-2.3259998956807757,2.3259998956807757
S01,raise,invalid,1,-2.4046019485649306,2.4046019485649306
